"","Sample","Target","1","2","3","4","5","6"
"867","S1_79.3","lyta",25.7941220541551,28.617320166743,NA,NA,NA,NA
"868","S1_79.3","piab",32.454004445647,31.0748971759977,NA,NA,NA,NA
"869","S1_79.4","lyta",23.525918120754,25.843861510404,NA,NA,NA,NA
"870","S1_79.4","piab",45,45,45,NA,NA,NA
"871","S1_79.5","lyta",23.9370535070123,26.2696468279011,NA,NA,NA,NA
"872","S1_79.5","piab",45,45,45,NA,NA,NA
"873","S1_79.6","lyta",24.7081726562772,27.0764760632988,NA,NA,NA,NA
"874","S1_79.6","piab",45,45,45,NA,NA,NA
"875","S1_8.1","lyta",45,NA,NA,NA,NA,NA
"876","S1_8.1","piab",45,NA,NA,NA,NA,NA
"877","S1_8.2","lyta",45,NA,NA,NA,NA,NA
"878","S1_8.2","piab",45,NA,NA,NA,NA,NA
"879","S1_8.3","lyta",45,45,NA,NA,NA,NA
"880","S1_8.3","piab",45,NA,NA,NA,NA,NA
"881","S1_8.4","lyta",45,NA,NA,NA,NA,NA
"882","S1_8.4","piab",45,NA,NA,NA,NA,NA
"883","S1_8.5","lyta",45,NA,NA,NA,NA,NA
"884","S1_8.5","piab",45,NA,NA,NA,NA,NA
"885","S1_8.6","lyta",45,NA,NA,NA,NA,NA
"886","S1_8.6","piab",45,NA,NA,NA,NA,NA
"887","S1_80.1","lyta",45,NA,NA,NA,NA,NA
"888","S1_80.1","piab",45,NA,NA,NA,NA,NA
"889","S1_80.2","lyta",45,NA,NA,NA,NA,NA
"890","S1_80.2","piab",45,NA,NA,NA,NA,NA
"891","S1_80.3","lyta",45,NA,NA,NA,NA,NA
"892","S1_80.3","piab",45,NA,NA,NA,NA,NA
"893","S1_80.4","lyta",45,NA,NA,NA,NA,NA
"894","S1_80.4","piab",45,NA,NA,NA,NA,NA
"895","S1_80.5","lyta",45,NA,NA,NA,NA,NA
"896","S1_80.5","piab",45,NA,NA,NA,NA,NA
"897","S1_80.6","lyta",45,NA,NA,NA,NA,NA
"898","S1_80.6","piab",45,NA,NA,NA,NA,NA
"899","S1_81.1","lyta",45,45,NA,NA,NA,NA
"900","S1_81.1","piab",45,NA,NA,NA,NA,NA
"901","S1_81.2","lyta",45,45,NA,NA,NA,NA
"902","S1_81.2","piab",45,NA,NA,NA,NA,NA
"903","S1_81.3","lyta",45,NA,NA,NA,NA,NA
"904","S1_81.3","piab",45,NA,NA,NA,NA,NA
"905","S1_81.4","lyta",45,NA,NA,NA,NA,NA
"906","S1_81.4","piab",45,NA,NA,NA,NA,NA
"907","S1_81.5","lyta",45,NA,NA,NA,NA,NA
"908","S1_81.5","piab",45,NA,NA,NA,NA,NA
"909","S1_81.6","lyta",45,NA,NA,NA,NA,NA
"910","S1_81.6","piab",45,NA,NA,NA,NA,NA
"911","S1_82.1","lyta",45,NA,NA,NA,NA,NA
"912","S1_82.1","piab",45,NA,NA,NA,NA,NA
"913","S1_82.2","lyta",45,NA,NA,NA,NA,NA
"914","S1_82.2","piab",45,NA,NA,NA,NA,NA
"915","S1_82.3","lyta",45,NA,NA,NA,NA,NA
"916","S1_82.3","piab",45,NA,NA,NA,NA,NA
"917","S1_82.4","lyta",45,NA,NA,NA,NA,NA
"918","S1_82.4","piab",45,NA,NA,NA,NA,NA
"919","S1_82.5","lyta",45,NA,NA,NA,NA,NA
"920","S1_82.5","piab",45,NA,NA,NA,NA,NA
"921","S1_82.6","lyta",45,NA,NA,NA,NA,NA
"922","S1_82.6","piab",45,NA,NA,NA,NA,NA
"923","S1_83.1","lyta",45,NA,NA,NA,NA,NA
"924","S1_83.1","piab",45,NA,NA,NA,NA,NA
"925","S1_83.2","lyta",45,45,NA,NA,NA,NA
"926","S1_83.2","piab",45,NA,NA,NA,NA,NA
"927","S1_83.3","lyta",45,NA,NA,NA,NA,NA
"928","S1_83.3","piab",45,NA,NA,NA,NA,NA
"929","S1_83.4","lyta",45,NA,NA,NA,NA,NA
"930","S1_83.4","piab",45,NA,NA,NA,NA,NA
"931","S1_83.5","lyta",45,NA,NA,NA,NA,NA
"932","S1_83.5","piab",45,NA,NA,NA,NA,NA
"933","S1_83.6","lyta",45,NA,NA,NA,NA,NA
"934","S1_83.6","piab",45,NA,NA,NA,NA,NA
"935","S1_84.1","lyta",43.924573695327,NA,NA,NA,NA,NA
"936","S1_84.1","piab",45,NA,NA,NA,NA,NA
"937","S1_84.2","lyta",45,NA,NA,NA,NA,NA
"938","S1_84.2","piab",45,NA,NA,NA,NA,NA
"939","S1_84.3","lyta",45,NA,NA,NA,NA,NA
"940","S1_84.3","piab",45,NA,NA,NA,NA,NA
"941","S1_84.4","lyta",45,NA,NA,NA,NA,NA
"942","S1_84.4","piab",45,NA,NA,NA,NA,NA
"943","S1_84.5","lyta",45,NA,NA,NA,NA,NA
"944","S1_84.5","piab",45,NA,NA,NA,NA,NA
"945","S1_84.6","lyta",42.17474622,45,NA,NA,NA,NA
"946","S1_84.6","piab",45,NA,NA,NA,NA,NA
"947","S1_85.1","lyta",45,NA,NA,NA,NA,NA
"948","S1_85.1","piab",45,NA,NA,NA,NA,NA
"949","S1_85.2","lyta",45,45,NA,NA,NA,NA
"950","S1_85.2","piab",45,NA,NA,NA,NA,NA
"951","S1_85.3","lyta",45,NA,NA,NA,NA,NA
"952","S1_85.3","piab",45,NA,NA,NA,NA,NA
"953","S1_85.4","lyta",34.61375767,45,NA,NA,NA,NA
"954","S1_85.4","piab",45,NA,NA,NA,NA,NA
"955","S1_85.5","lyta",45,NA,NA,NA,NA,NA
"956","S1_85.5","piab",45,NA,NA,NA,NA,NA
"957","S1_85.6","lyta",45,NA,NA,NA,NA,NA
"958","S1_85.6","piab",45,NA,NA,NA,NA,NA
"959","S1_86.1","lyta",45,NA,NA,NA,NA,NA
"960","S1_86.1","piab",45,NA,NA,NA,NA,NA
"961","S1_86.2","lyta",45,45,45,NA,NA,NA
"962","S1_86.2","piab",45,NA,NA,NA,NA,NA
"963","S1_86.3","lyta",45,NA,NA,NA,NA,NA
"964","S1_86.3","piab",45,NA,NA,NA,NA,NA
"965","S1_86.4","lyta",45,NA,NA,NA,NA,NA
"966","S1_86.4","piab",45,NA,NA,NA,NA,NA
"967","S1_86.5","lyta",45,NA,NA,NA,NA,NA
"968","S1_86.5","piab",45,NA,NA,NA,NA,NA
"969","S1_86.6","lyta",45,NA,NA,NA,NA,NA
"970","S1_86.6","piab",45,NA,NA,NA,NA,NA
"971","S1_87.1","lyta",45,NA,NA,NA,NA,NA
"972","S1_87.1","piab",45,NA,NA,NA,NA,NA
"973","S1_87.2","lyta",45,45,NA,NA,NA,NA
"974","S1_87.2","piab",45,NA,NA,NA,NA,NA
"975","S1_87.3","lyta",45,NA,NA,NA,NA,NA
"976","S1_87.3","piab",45,NA,NA,NA,NA,NA
"977","S1_87.4","lyta",45,NA,NA,NA,NA,NA
"978","S1_87.4","piab",45,NA,NA,NA,NA,NA
"979","S1_87.5","lyta",45,NA,NA,NA,NA,NA
"980","S1_87.5","piab",45,NA,NA,NA,NA,NA
"981","S1_87.6","lyta",45,NA,NA,NA,NA,NA
"982","S1_87.6","piab",45,NA,NA,NA,NA,NA
"983","S1_88.1","lyta",45,NA,NA,NA,NA,NA
"984","S1_88.1","piab",45,NA,NA,NA,NA,NA
"985","S1_88.2","lyta",45,39.3850897980494,NA,NA,NA,NA
"986","S1_88.2","piab",45,NA,NA,NA,NA,NA
"987","S1_88.3","lyta",45,NA,NA,NA,NA,NA
"988","S1_88.3","piab",45,NA,NA,NA,NA,NA
"989","S1_88.4","lyta",38.15323919,45,NA,NA,NA,NA
"990","S1_88.4","piab",45,NA,NA,NA,NA,NA
"991","S1_88.5","lyta",45,NA,NA,NA,NA,NA
"992","S1_88.5","piab",45,NA,NA,NA,NA,NA
"993","S1_88.6","lyta",38.2051456836266,NA,NA,NA,NA,NA
"994","S1_88.6","piab",45,NA,NA,NA,NA,NA
"995","S1_89.1","lyta",45,NA,NA,NA,NA,NA
"996","S1_89.1","piab",45,NA,NA,NA,NA,NA
"997","S1_89.2","lyta",45,45,NA,NA,NA,NA
"998","S1_89.2","piab",45,NA,NA,NA,NA,NA
"999","S1_89.3","lyta",45,NA,NA,NA,NA,NA
"1000","S1_89.3","piab",45,NA,NA,NA,NA,NA
"1001","S1_89.4","lyta",45,NA,NA,NA,NA,NA
"1002","S1_89.4","piab",45,NA,NA,NA,NA,NA
"1003","S1_89.5","lyta",45,NA,NA,NA,NA,NA
"1004","S1_89.5","piab",45,NA,NA,NA,NA,NA
"1005","S1_89.6","lyta",44.3668574340609,NA,NA,NA,NA,NA
"1006","S1_89.6","piab",45,NA,NA,NA,NA,NA
"1007","S1_9.1","lyta",33.6282401803122,NA,NA,NA,NA,NA
"1008","S1_9.1","piab",45,NA,NA,NA,NA,NA
"1009","S1_9.2","lyta",45,NA,NA,NA,NA,NA
"1010","S1_9.2","piab",45,NA,NA,NA,NA,NA
"1011","S1_9.3","lyta",37.4906504467462,45,NA,NA,NA,NA
"1012","S1_9.3","piab",38.93132791,45,39.7855804422904,NA,NA,NA
"1013","S1_9.4","lyta",45,NA,NA,NA,NA,NA
"1014","S1_9.4","piab",45,NA,NA,NA,NA,NA
"1015","S1_9.5","lyta",45,NA,NA,NA,NA,NA
"1016","S1_9.5","piab",45,NA,NA,NA,NA,NA
"1017","S1_9.6","lyta",45,NA,NA,NA,NA,NA
"1018","S1_9.6","piab",45,NA,NA,NA,NA,NA
"1019","S1_90.1","lyta",45,NA,NA,NA,NA,NA
"1020","S1_90.1","piab",45,NA,NA,NA,NA,NA
"1021","S1_90.2","lyta",45,45,45,NA,NA,NA
"1022","S1_90.2","piab",45,NA,NA,NA,NA,NA
"1023","S1_90.3","lyta",45,NA,NA,NA,NA,NA
"1024","S1_90.3","piab",45,NA,NA,NA,NA,NA
"1025","S1_90.4","lyta",45,45,NA,NA,NA,NA
"1026","S1_90.4","piab",45,45,NA,NA,NA,NA
"1027","S1_90.5","lyta",45,NA,NA,NA,NA,NA
"1028","S1_90.5","piab",45,NA,NA,NA,NA,NA
"1029","S1_90.6","lyta",45,NA,NA,NA,NA,NA
"1030","S1_90.6","piab",45,NA,NA,NA,NA,NA
"1031","S1_91.1","lyta",45,NA,NA,NA,NA,NA
"1032","S1_91.1","piab",45,NA,NA,NA,NA,NA
"1033","S1_91.2","lyta",45,45,NA,NA,NA,NA
"1034","S1_91.2","piab",45,NA,NA,NA,NA,NA
"1035","S1_91.3","lyta",45,NA,NA,NA,NA,NA
"1036","S1_91.3","piab",45,NA,NA,NA,NA,NA
"1037","S1_91.4","lyta",45,NA,NA,NA,NA,NA
"1038","S1_91.4","piab",45,45,NA,NA,NA,NA
"1039","S1_91.5","lyta",45,NA,NA,NA,NA,NA
"1040","S1_91.5","piab",45,45,NA,NA,NA,NA
"1041","S1_91.6","lyta",45,NA,NA,NA,NA,NA
"1042","S1_91.6","piab",45,45,NA,NA,NA,NA
"1043","S1_92.1","lyta",24.441560671893,30.5909452499764,30.0396790486114,NA,NA,NA
"1044","S1_92.1","piab",31.5585223293265,31.7806931865362,34.4954654908059,NA,NA,NA
"1045","S1_92.2","lyta",28.4539738419176,25.6826634956719,29.3434031039668,NA,NA,NA
"1046","S1_92.2","piab",45,45,42.9156699442598,NA,NA,NA
"1047","S1_92.3","lyta",26.9719196128003,27.1403028973498,32.0339592178655,NA,NA,NA
"1048","S1_92.3","piab",45,45,45,45,NA,NA
"1049","S1_92.4","lyta",26.0771738217182,26.3211020670752,32.0656673208095,NA,NA,NA
"1050","S1_92.4","piab",45,45,45,45,NA,NA
"1051","S1_92.5","lyta",24.5703830208684,27.4703577855382,NA,NA,NA,NA
"1052","S1_92.5","piab",33.1755696505387,33.8129099534496,NA,NA,NA,NA
"1053","S1_92.599999999999994","lyta",25.0053899200377,25.0053899200377,NA,NA,NA,NA
"1054","S1_92.599999999999994","piab",25.743840543983,25.743840543983,NA,NA,NA,NA
"1055","S1_92.6","lyta",25.5985532428509,NA,NA,NA,NA,NA
"1056","S1_92.6","piab",27.6386898417073,NA,NA,NA,NA,NA
"1057","S1_93.1","lyta",45,NA,NA,NA,NA,NA
"1058","S1_93.1","piab",45,45,NA,NA,NA,NA
"1059","S1_93.2","lyta",45,45,45,NA,NA,NA
"1060","S1_93.2","piab",45,NA,NA,NA,NA,NA
"1061","S1_93.3","lyta",45,NA,NA,NA,NA,NA
"1062","S1_93.3","piab",45,NA,NA,NA,NA,NA
"1063","S1_93.4","lyta",45,NA,NA,NA,NA,NA
"1064","S1_93.4","piab",45,NA,NA,NA,NA,NA
"1065","S1_93.5","lyta",45,NA,NA,NA,NA,NA
"1066","S1_93.5","piab",45,45,NA,NA,NA,NA
"1067","S1_93.599999999999994","lyta",38.962167044781,38.962167044781,NA,NA,NA,NA
"1068","S1_93.599999999999994","piab",45,45,NA,NA,NA,NA
"1069","S1_94.1","lyta",45,NA,NA,NA,NA,NA
"1070","S1_94.1","piab",45,45,NA,NA,NA,NA
"1071","S1_94.2","lyta",45,45,NA,NA,NA,NA
"1072","S1_94.2","piab",45,NA,NA,NA,NA,NA
"1073","S1_94.3","lyta",45,NA,NA,NA,NA,NA
"1074","S1_94.3","piab",45,45,NA,NA,NA,NA
"1075","S1_94.4","lyta",38.79370307,45,NA,NA,NA,NA
"1076","S1_94.4","piab",45,NA,NA,NA,NA,NA
"1077","S1_94.5","lyta",41.4982962404239,NA,NA,NA,NA,NA
"1078","S1_94.5","piab",45,NA,NA,NA,NA,NA
"1079","S1_94.599999999999994","lyta",37.6042542961904,37.6042542961904,NA,NA,NA,NA
"1080","S1_94.599999999999994","piab",45,45,NA,NA,NA,NA
"1081","S1_95.1","lyta",45,NA,NA,NA,NA,NA
"1082","S1_95.1","piab",45,NA,NA,NA,NA,NA
"1083","S1_95.2","lyta",45,45,NA,NA,NA,NA
"1084","S1_95.2","piab",45,NA,NA,NA,NA,NA
"1085","S1_95.3","lyta",45,NA,NA,NA,NA,NA
"1086","S1_95.3","piab",45,NA,NA,NA,NA,NA
"1087","S1_95.4","lyta",39.27641787,45,NA,NA,NA,NA
"1088","S1_95.4","piab",45,NA,NA,NA,NA,NA
"1089","S1_95.5","lyta",45,NA,NA,NA,NA,NA
"1090","S1_95.5","piab",45,NA,NA,NA,NA,NA
"1091","S1_95.599999999999994","lyta",45,45,NA,NA,NA,NA
"1092","S1_95.599999999999994","piab",45,45,NA,NA,NA,NA
"1093","S1_96.1","lyta",45,NA,NA,NA,NA,NA
"1094","S1_96.1","piab",45,NA,NA,NA,NA,NA
"1095","S1_96.2","lyta",45,45,NA,NA,NA,NA
"1096","S1_96.2","piab",45,NA,NA,NA,NA,NA
"1097","S1_96.3","lyta",45,NA,NA,NA,NA,NA
"1098","S1_96.3","piab",45,NA,NA,NA,NA,NA
"1099","S1_96.4","lyta",36.36523149,45,45,NA,NA,NA
"1100","S1_96.4","piab",38.5262851930779,36.9826468952862,45,NA,NA,NA
"1101","S1_96.5","lyta",45,NA,NA,NA,NA,NA
"1102","S1_96.5","piab",45,NA,NA,NA,NA,NA
"1103","S1_96.6","lyta",45,NA,NA,NA,NA,NA
"1104","S1_96.6","piab",45,NA,NA,NA,NA,NA
"1105","S1_97.1","lyta",45,NA,NA,NA,NA,NA
"1106","S1_97.1","piab",45,NA,NA,NA,NA,NA
"1107","S1_97.2","lyta",39.2545296335247,45,NA,NA,NA,NA
"1108","S1_97.2","piab",35.29297452,45,45,NA,NA,NA
"1109","S1_97.3","lyta",45,NA,NA,NA,NA,NA
"1110","S1_97.3","piab",45,NA,NA,NA,NA,NA
"1111","S1_97.4","lyta",45,NA,NA,NA,NA,NA
"1112","S1_97.4","piab",45,45,NA,NA,NA,NA
"1113","S1_97.5","lyta",45,45,NA,NA,NA,NA
"1114","S1_97.5","piab",45,NA,NA,NA,NA,NA
"1115","S1_97.6","lyta",45,NA,NA,NA,NA,NA
"1116","S1_97.6","piab",45,45,NA,NA,NA,NA
"1117","S1_98.1","lyta",45,NA,NA,NA,NA,NA
"1118","S1_98.1","piab",45,45,NA,NA,NA,NA
"1119","S1_98.2","lyta",37.98340838,45,45,NA,NA,NA
"1120","S1_98.2","piab",45,NA,NA,NA,NA,NA
"1121","S1_98.3","lyta",45,NA,NA,NA,NA,NA
"1122","S1_98.3","piab",45,45,NA,NA,NA,NA
"1123","S1_98.4","lyta",45,NA,NA,NA,NA,NA
"1124","S1_98.4","piab",45,45,NA,NA,NA,NA
"1125","S1_98.5","lyta",45,NA,NA,NA,NA,NA
"1126","S1_98.5","piab",45,45,NA,NA,NA,NA
"1127","S1_98.6","lyta",37.4038952298618,NA,NA,NA,NA,NA
"1128","S1_98.6","piab",45,NA,NA,NA,NA,NA
"1129","S1_99.1","lyta",45,NA,NA,NA,NA,NA
"1130","S1_99.1","piab",45,45,NA,NA,NA,NA
"1131","S1_99.2","lyta",45,45,45,NA,NA,NA
"1132","S1_99.2","piab",45,NA,NA,NA,NA,NA
"1133","S1_99.3","lyta",45,NA,NA,NA,NA,NA
"1134","S1_99.3","piab",45,45,NA,NA,NA,NA
"1135","S1_99.4","lyta",45,NA,NA,NA,NA,NA
"1136","S1_99.4","piab",45,45,NA,NA,NA,NA
"1137","S1_99.5","lyta",45,NA,NA,NA,NA,NA
"1138","S1_99.5","piab",45,45,NA,NA,NA,NA
"1139","S1_99.6","lyta",45,39.5312998413778,NA,NA,NA,NA
"1140","S1_99.6","piab",36.2847101143692,45,45,NA,NA,NA
"1141","S2_1.1","lyta",45,NA,NA,NA,NA,NA
"1142","S2_1.1","piab",45,NA,NA,NA,NA,NA
"1143","S2_1.2","lyta",37.4533155894646,NA,NA,NA,NA,NA
"1144","S2_1.2","piab",45,NA,NA,NA,NA,NA
"1145","S2_1.3","lyta",45,NA,NA,NA,NA,NA
"1146","S2_1.3","piab",45,NA,NA,NA,NA,NA
"1147","S2_1.4","lyta",45,NA,NA,NA,NA,NA
"1148","S2_1.4","piab",45,NA,NA,NA,NA,NA
"1149","S2_1.5","lyta",45,NA,NA,NA,NA,NA
"1150","S2_1.5","piab",45,NA,NA,NA,NA,NA
"1151","S2_1.6","lyta",45,NA,NA,NA,NA,NA
"1152","S2_1.6","piab",45,NA,NA,NA,NA,NA
"1153","S2_10.1","lyta",45,NA,NA,NA,NA,NA
"1154","S2_10.1","piab",45,NA,NA,NA,NA,NA
"1155","S2_10.2","lyta",45,NA,NA,NA,NA,NA
"1156","S2_10.2","piab",45,NA,NA,NA,NA,NA
"1157","S2_10.3","lyta",45,NA,NA,NA,NA,NA
"1158","S2_10.3","piab",45,NA,NA,NA,NA,NA
"1159","S2_10.4","lyta",45,NA,NA,NA,NA,NA
"1160","S2_10.4","piab",45,NA,NA,NA,NA,NA
"1161","S2_10.5","lyta",39.7288953960922,NA,NA,NA,NA,NA
"1162","S2_10.5","piab",45,NA,NA,NA,NA,NA
"1163","S2_10.6","lyta",45,NA,NA,NA,NA,NA
"1164","S2_10.6","piab",45,NA,NA,NA,NA,NA
"1165","S2_102ctl","lyta",45,NA,NA,NA,NA,NA
"1166","S2_102ctl","piab",45,NA,NA,NA,NA,NA
"1167","S2_11.1","lyta",45,NA,NA,NA,NA,NA
"1168","S2_11.1","piab",45,NA,NA,NA,NA,NA
"1169","S2_11.2","lyta",45,NA,NA,NA,NA,NA
"1170","S2_11.2","piab",45,NA,NA,NA,NA,NA
"1171","S2_11.3","lyta",45,NA,NA,NA,NA,NA
"1172","S2_11.3","piab",45,NA,NA,NA,NA,NA
"1173","S2_11.4","lyta",45,NA,NA,NA,NA,NA
"1174","S2_11.4","piab",45,NA,NA,NA,NA,NA
"1175","S2_11.5","lyta",45,NA,NA,NA,NA,NA
"1176","S2_11.5","piab",45,NA,NA,NA,NA,NA
"1177","S2_11.6","lyta",45,NA,NA,NA,NA,NA
"1178","S2_11.6","piab",45,NA,NA,NA,NA,NA
"1179","S2_12.1","lyta",45,NA,NA,NA,NA,NA
"1180","S2_12.1","piab",45,NA,NA,NA,NA,NA
"1181","S2_12.2","lyta",45,NA,NA,NA,NA,NA
"1182","S2_12.2","piab",45,NA,NA,NA,NA,NA
"1183","S2_12.3","lyta",45,NA,NA,NA,NA,NA
"1184","S2_12.3","piab",45,NA,NA,NA,NA,NA
"1185","S2_12.4","lyta",45,NA,NA,NA,NA,NA
"1186","S2_12.4","piab",45,NA,NA,NA,NA,NA
"1187","S2_12.5","lyta",45,NA,NA,NA,NA,NA
"1188","S2_12.5","piab",45,NA,NA,NA,NA,NA
"1189","S2_12.6","lyta",45,NA,NA,NA,NA,NA
"1190","S2_12.6","piab",45,NA,NA,NA,NA,NA
"1191","S2_13.1","lyta",45,NA,NA,NA,NA,NA
"1192","S2_13.1","piab",45,NA,NA,NA,NA,NA
"1193","S2_13.2","lyta",45,NA,NA,NA,NA,NA
"1194","S2_13.2","piab",45,NA,NA,NA,NA,NA
"1195","S2_13.3","lyta",45,NA,NA,NA,NA,NA
"1196","S2_13.3","piab",45,NA,NA,NA,NA,NA
"1197","S2_13.4","lyta",45,NA,NA,NA,NA,NA
"1198","S2_13.4","piab",45,NA,NA,NA,NA,NA
"1199","S2_13.5","lyta",45,NA,NA,NA,NA,NA
"1200","S2_13.5","piab",45,NA,NA,NA,NA,NA
"1201","S2_13.6","lyta",45,NA,NA,NA,NA,NA
"1202","S2_13.6","piab",45,NA,NA,NA,NA,NA
"1203","S2_14.1","lyta",45,NA,NA,NA,NA,NA
"1204","S2_14.1","piab",45,NA,NA,NA,NA,NA
"1205","S2_14.2","lyta",45,NA,NA,NA,NA,NA
"1206","S2_14.2","piab",45,NA,NA,NA,NA,NA
"1207","S2_14.3","lyta",45,NA,NA,NA,NA,NA
"1208","S2_14.3","piab",45,NA,NA,NA,NA,NA
"1209","S2_14.4","lyta",45,NA,NA,NA,NA,NA
"1210","S2_14.4","piab",45,NA,NA,NA,NA,NA
"1211","S2_14.5","lyta",45,NA,NA,NA,NA,NA
"1212","S2_14.5","piab",45,NA,NA,NA,NA,NA
"1213","S2_14.6","lyta",45,NA,NA,NA,NA,NA
"1214","S2_14.6","piab",45,NA,NA,NA,NA,NA
"1215","S2_15.1","lyta",45,NA,NA,NA,NA,NA
"1216","S2_15.1","piab",45,NA,NA,NA,NA,NA
"1217","S2_15.2","lyta",45,NA,NA,NA,NA,NA
"1218","S2_15.2","piab",45,NA,NA,NA,NA,NA
"1219","S2_15.3","lyta",45,NA,NA,NA,NA,NA
"1220","S2_15.3","piab",45,NA,NA,NA,NA,NA
"1221","S2_15.4","lyta",45,NA,NA,NA,NA,NA
"1222","S2_15.4","piab",45,NA,NA,NA,NA,NA
"1223","S2_15.5","lyta",45,NA,NA,NA,NA,NA
"1224","S2_15.5","piab",45,NA,NA,NA,NA,NA
"1225","S2_15.6","lyta",45,NA,NA,NA,NA,NA
"1226","S2_15.6","piab",45,NA,NA,NA,NA,NA
"1227","S2_16.1","lyta",45,NA,NA,NA,NA,NA
"1228","S2_16.1","piab",45,NA,NA,NA,NA,NA
"1229","S2_16.2","lyta",45,NA,NA,NA,NA,NA
"1230","S2_16.2","piab",45,NA,NA,NA,NA,NA
"1231","S2_16.3","lyta",45,NA,NA,NA,NA,NA
"1232","S2_16.3","piab",45,NA,NA,NA,NA,NA
"1233","S2_16.4","lyta",45,NA,NA,NA,NA,NA
"1234","S2_16.4","piab",45,NA,NA,NA,NA,NA
"1235","S2_16.5","lyta",45,NA,NA,NA,NA,NA
"1236","S2_16.5","piab",45,NA,NA,NA,NA,NA
"1237","S2_16.6","lyta",45,NA,NA,NA,NA,NA
"1238","S2_16.6","piab",45,NA,NA,NA,NA,NA
"1239","S2_17.1","lyta",45,NA,NA,NA,NA,NA
"1240","S2_17.1","piab",45,NA,NA,NA,NA,NA
"1241","S2_17.2","lyta",45,NA,NA,NA,NA,NA
"1242","S2_17.2","piab",45,NA,NA,NA,NA,NA
"1243","S2_17.3","lyta",45,NA,NA,NA,NA,NA
"1244","S2_17.3","piab",45,NA,NA,NA,NA,NA
"1245","S2_17.4","lyta",45,NA,NA,NA,NA,NA
"1246","S2_17.4","piab",45,NA,NA,NA,NA,NA
"1247","S2_17.5","lyta",45,NA,NA,NA,NA,NA
"1248","S2_17.5","piab",45,NA,NA,NA,NA,NA
"1249","S2_17.6","lyta",45,NA,NA,NA,NA,NA
"1250","S2_17.6","piab",45,NA,NA,NA,NA,NA
"1251","S2_18.1","lyta",45,NA,NA,NA,NA,NA
"1252","S2_18.1","piab",45,NA,NA,NA,NA,NA
"1253","S2_18.2","lyta",45,NA,NA,NA,NA,NA
"1254","S2_18.2","piab",45,NA,NA,NA,NA,NA
"1255","S2_18.3","lyta",45,NA,NA,NA,NA,NA
"1256","S2_18.3","piab",45,NA,NA,NA,NA,NA
"1257","S2_18.4","lyta",45,NA,NA,NA,NA,NA
"1258","S2_18.4","piab",45,NA,NA,NA,NA,NA
"1259","S2_18.5","lyta",45,NA,NA,NA,NA,NA
"1260","S2_18.5","piab",45,NA,NA,NA,NA,NA
"1261","S2_18.6","lyta",45,NA,NA,NA,NA,NA
"1262","S2_18.6","piab",45,NA,NA,NA,NA,NA
"1263","S2_19.1","lyta",45,NA,NA,NA,NA,NA
"1264","S2_19.1","piab",45,NA,NA,NA,NA,NA
"1265","S2_19.2","lyta",38.6755182862184,NA,NA,NA,NA,NA
"1266","S2_19.2","piab",45,NA,NA,NA,NA,NA
"1267","S2_19.3","lyta",39.1832310007744,NA,NA,NA,NA,NA
"1268","S2_19.3","piab",45,NA,NA,NA,NA,NA
"1269","S2_19.4","lyta",35.2562280611373,35.495539656668,NA,NA,NA,NA
"1270","S2_19.4","piab",45,NA,NA,NA,NA,NA
"1271","S2_19.5","lyta",35.8417043762334,NA,NA,NA,NA,NA
"1272","S2_19.5","piab",45,NA,NA,NA,NA,NA
"1273","S2_19.6","lyta",35.3531505292216,NA,NA,NA,NA,NA
"1274","S2_19.6","piab",45,NA,NA,NA,NA,NA
"1275","S2_2.1","lyta",45,NA,NA,NA,NA,NA
"1276","S2_2.1","piab",45,NA,NA,NA,NA,NA
"1277","S2_2.2","lyta",45,NA,NA,NA,NA,NA
"1278","S2_2.2","piab",45,NA,NA,NA,NA,NA
"1279","S2_2.3","lyta",45,NA,NA,NA,NA,NA
"1280","S2_2.3","piab",45,NA,NA,NA,NA,NA
"1281","S2_2.4","lyta",45,NA,NA,NA,NA,NA
"1282","S2_2.4","piab",45,NA,NA,NA,NA,NA
"1283","S2_2.5","lyta",45,NA,NA,NA,NA,NA
"1284","S2_2.5","piab",45,NA,NA,NA,NA,NA
"1285","S2_2.6","lyta",37.6898800355767,38.2842986313349,38.5821349783244,NA,NA,NA
"1286","S2_2.6","piab",38.3369502420435,39.3601859290672,NA,NA,NA,NA
"1287","S2_20.1","lyta",35.3787173998862,NA,NA,NA,NA,NA
"1288","S2_20.1","piab",45,NA,NA,NA,NA,NA
"1289","S2_20.2","lyta",34.2971100984202,NA,NA,NA,NA,NA
"1290","S2_20.2","piab",45,NA,NA,NA,NA,NA
"1291","S2_20.3","lyta",34.6335096428083,NA,NA,NA,NA,NA
"1292","S2_20.3","piab",45,NA,NA,NA,NA,NA
"1293","S2_20.4","lyta",35.0472937544881,35.2972908023182,NA,NA,NA,NA
"1294","S2_20.4","piab",45,NA,NA,NA,NA,NA
"1295","S2_20.5","lyta",35.0387911853525,NA,NA,NA,NA,NA
"1296","S2_20.5","piab",45,NA,NA,NA,NA,NA
"1297","S2_20.6","lyta",34.9581080718206,NA,NA,NA,NA,NA
"1298","S2_20.6","piab",45,NA,NA,NA,NA,NA
"1299","S2_21.1","lyta",40.6080466398693,NA,NA,NA,NA,NA
"1300","S2_21.1","piab",45,NA,NA,NA,NA,NA
