"","Sample","Target","1","2","3","4","5","6"
"428","S1_41.3","lyta",38.0952848610418,26.9296450858724,NA,NA,NA,NA
"429","S1_41.3","piab",27.7336921602024,26.4844721353653,NA,NA,NA,NA
"430","S1_41.4","lyta",20.2283445892635,NA,NA,NA,NA,NA
"431","S1_41.4","piab",20.42746665,20.7826116861193,NA,NA,NA,NA
"432","S1_41.5","lyta",23.4085931558306,NA,NA,NA,NA,NA
"433","S1_41.5","piab",22.9196101564778,NA,NA,NA,NA,NA
"434","S1_41.6","lyta",19.1687704204476,NA,NA,NA,NA,NA
"435","S1_41.6","piab",17.821008263282,NA,NA,NA,NA,NA
"436","S1_42.1","lyta",45,45,45,45,45,NA
"437","S1_42.1","piab",35.9988161990365,45,45,45,39.9686338283509,45
"438","S1_42.2","lyta",45,45,NA,NA,NA,NA
"439","S1_42.2","piab",45,NA,NA,NA,NA,NA
"440","S1_42.3","lyta",45,45,NA,NA,NA,NA
"441","S1_42.3","piab",45,NA,NA,NA,NA,NA
"442","S1_42.4","lyta",45,45,NA,NA,NA,NA
"443","S1_42.4","piab",45,NA,NA,NA,NA,NA
"444","S1_42.5","lyta",45,45,NA,NA,NA,NA
"445","S1_42.5","piab",45,NA,NA,NA,NA,NA
"446","S1_42.6","lyta",34.69906081,45,NA,NA,NA,NA
"447","S1_42.6","piab",45,NA,NA,NA,NA,NA
"448","S1_43.1","lyta",45,NA,NA,NA,NA,NA
"449","S1_43.1","piab",45,45,NA,NA,NA,NA
"450","S1_43.2","lyta",37.47612385,NA,NA,NA,NA,NA
"451","S1_43.2","piab",45,45,NA,NA,NA,NA
"452","S1_43.3","lyta",37.1095830152808,38.5077017935131,NA,NA,NA,NA
"453","S1_43.3","piab",38.4736710849707,45,45,NA,NA,NA
"454","S1_43.4","lyta",45,NA,NA,NA,NA,NA
"455","S1_43.4","piab",45,45,NA,NA,NA,NA
"456","S1_43.5","lyta",45,45,NA,NA,NA,NA
"457","S1_43.5","piab",45,45,NA,NA,NA,NA
"458","S1_43.6","lyta",45,45,45,NA,NA,NA
"459","S1_43.6","piab",38.9017818975391,45,45,27.9095107457159,NA,NA
"460","S1_44.1","lyta",45,36.7720203581652,NA,NA,NA,NA
"461","S1_44.1","piab",37.3141475272678,45,35.9663387552537,NA,NA,NA
"462","S1_44.2","lyta",45,NA,NA,NA,NA,NA
"463","S1_44.2","piab",45,45,NA,NA,NA,NA
"464","S1_44.3","lyta",45,NA,NA,NA,NA,NA
"465","S1_44.3","piab",45,45,NA,NA,NA,NA
"466","S1_44.4","lyta",33.091408581142,32.2784567352888,NA,NA,NA,NA
"467","S1_44.4","piab",33.7230064320604,35.2705145472907,NA,NA,NA,NA
"468","S1_44.5","lyta",45,NA,NA,NA,NA,NA
"469","S1_44.5","piab",45,45,NA,NA,NA,NA
"470","S1_44.6","lyta",45,NA,NA,NA,NA,NA
"471","S1_44.6","piab",45,45,NA,NA,NA,NA
"472","S1_45.1","lyta",45,45,45,45,NA,NA
"473","S1_45.1","piab",37.2297331466863,45,45,45,45,NA
"474","S1_45.2","lyta",45,45,NA,NA,NA,NA
"475","S1_45.2","piab",45,45,45,NA,NA,NA
"476","S1_45.3","lyta",38.5050730578286,45,NA,NA,NA,NA
"477","S1_45.3","piab",45,45,45,NA,NA,NA
"478","S1_45.4","lyta",45,NA,NA,NA,NA,NA
"479","S1_45.4","piab",45,NA,NA,NA,NA,NA
"480","S1_45.5","lyta",45,NA,NA,NA,NA,NA
"481","S1_45.5","piab",45,NA,NA,NA,NA,NA
"482","S1_45.6","lyta",45,NA,NA,NA,NA,NA
"483","S1_45.6","piab",45,NA,NA,NA,NA,NA
"484","S1_46.1","lyta",38.4198869178005,NA,NA,NA,NA,NA
"485","S1_46.1","piab",45,45,NA,NA,NA,NA
"486","S1_46.2","lyta",45,NA,NA,NA,NA,NA
"487","S1_46.2","piab",45,NA,NA,NA,NA,NA
"488","S1_46.3","lyta",45,NA,NA,NA,NA,NA
"489","S1_46.3","piab",45,NA,NA,NA,NA,NA
"490","S1_46.4","lyta",45,NA,NA,NA,NA,NA
"491","S1_46.4","piab",45,NA,NA,NA,NA,NA
"492","S1_46.5","lyta",39.4456423749819,NA,NA,NA,NA,NA
"493","S1_46.5","piab",45,NA,NA,NA,NA,NA
"494","S1_46.6","lyta",45,NA,NA,NA,NA,NA
"495","S1_46.6","piab",45,NA,NA,NA,NA,NA
"496","S1_47.1","lyta",45,NA,NA,NA,NA,NA
"497","S1_47.1","piab",40.4697611438442,NA,NA,NA,NA,NA
"498","S1_47.2","lyta",45,NA,NA,NA,NA,NA
"499","S1_47.2","piab",45,NA,NA,NA,NA,NA
"500","S1_47.3","lyta",36.9616698480213,NA,NA,NA,NA,NA
"501","S1_47.3","piab",45,45,NA,NA,NA,NA
"502","S1_47.4","lyta",45,NA,NA,NA,NA,NA
"503","S1_47.4","piab",45,NA,NA,NA,NA,NA
"504","S1_47.5","lyta",45,NA,NA,NA,NA,NA
"505","S1_47.5","piab",45,NA,NA,NA,NA,NA
"506","S1_47.6","lyta",45,NA,NA,NA,NA,NA
"507","S1_47.6","piab",45,NA,NA,NA,NA,NA
"508","S1_49.4","lyta",45,NA,NA,NA,NA,NA
"509","S1_5.1","lyta",45,NA,NA,NA,NA,NA
"510","S1_5.1","piab",45,NA,NA,NA,NA,NA
"511","S1_5.2","lyta",45,NA,NA,NA,NA,NA
"512","S1_5.2","piab",45,NA,NA,NA,NA,NA
"513","S1_5.3","lyta",45,45,NA,NA,NA,NA
"514","S1_5.3","piab",45,NA,NA,NA,NA,NA
"515","S1_5.4","lyta",21.652628358987,NA,NA,NA,NA,NA
"516","S1_5.4","piab",45,NA,NA,NA,NA,NA
"517","S1_5.5","lyta",24.6903749685355,NA,NA,NA,NA,NA
"518","S1_5.5","piab",45,45,NA,NA,NA,NA
"519","S1_5.6","lyta",27.5355735361832,30.0604931961925,NA,NA,NA,NA
"520","S1_5.6","piab",45,45,45,NA,NA,NA
"521","S1_50.1","lyta",37.689618623943,NA,NA,NA,NA,NA
"522","S1_50.1","piab",45,NA,NA,NA,NA,NA
"523","S1_50.2","lyta",25.07631254,NA,NA,NA,NA,NA
"524","S1_50.2","piab",45,NA,NA,NA,NA,NA
"525","S1_50.3","lyta",29.1631913727106,NA,NA,NA,NA,NA
"526","S1_50.3","piab",45,NA,NA,NA,NA,NA
"527","S1_50.4","lyta",26.2492143423172,NA,NA,NA,NA,NA
"528","S1_50.4","piab",45,NA,NA,NA,NA,NA
"529","S1_50.5","lyta",29.4189050744338,NA,NA,NA,NA,NA
"530","S1_50.5","piab",45,NA,NA,NA,NA,NA
"531","S1_50.6","lyta",30.0314150789465,NA,NA,NA,NA,NA
"532","S1_50.6","piab",45,NA,NA,NA,NA,NA
"533","S1_51.1","lyta",45,NA,NA,NA,NA,NA
"534","S1_51.1","piab",45,NA,NA,NA,NA,NA
"535","S1_51.2","lyta",36.80744468,NA,NA,NA,NA,NA
"536","S1_51.2","piab",45,45,NA,NA,NA,NA
"537","S1_51.3","lyta",37.1031630316145,NA,NA,NA,NA,NA
"538","S1_51.3","piab",45,NA,NA,NA,NA,NA
"539","S1_51.4","lyta",39.6782346063049,NA,NA,NA,NA,NA
"540","S1_51.4","piab",45,NA,NA,NA,NA,NA
"541","S1_51.5","lyta",45,NA,NA,NA,NA,NA
"542","S1_51.5","piab",45,NA,NA,NA,NA,NA
"543","S1_51.6","lyta",44.8094145431389,NA,NA,NA,NA,NA
"544","S1_51.6","piab",45,NA,NA,NA,NA,NA
"545","S1_52.1","lyta",45,NA,NA,NA,NA,NA
"546","S1_52.1","piab",45,NA,NA,NA,NA,NA
"547","S1_52.2","lyta",45,NA,NA,NA,NA,NA
"548","S1_52.2","piab",45,NA,NA,NA,NA,NA
"549","S1_52.3","lyta",45,NA,NA,NA,NA,NA
"550","S1_52.3","piab",45,NA,NA,NA,NA,NA
"551","S1_52.4","lyta",45,NA,NA,NA,NA,NA
"552","S1_52.4","piab",45,NA,NA,NA,NA,NA
"553","S1_52.5","lyta",45,NA,NA,NA,NA,NA
"554","S1_52.5","piab",45,NA,NA,NA,NA,NA
"555","S1_52.6","lyta",45,NA,NA,NA,NA,NA
"556","S1_52.6","piab",45,NA,NA,NA,NA,NA
"557","S1_53.1","lyta",45,NA,NA,NA,NA,NA
"558","S1_53.1","piab",45,NA,NA,NA,NA,NA
"559","S1_53.2","lyta",45,NA,NA,NA,NA,NA
"560","S1_53.2","piab",45,NA,NA,NA,NA,NA
"561","S1_53.3","lyta",45,NA,NA,NA,NA,NA
"562","S1_53.3","piab",45,NA,NA,NA,NA,NA
"563","S1_53.4","lyta",45,NA,NA,NA,NA,NA
"564","S1_53.4","piab",45,NA,NA,NA,NA,NA
"565","S1_53.5","lyta",45,NA,NA,NA,NA,NA
"566","S1_53.5","piab",45,NA,NA,NA,NA,NA
"567","S1_53.6","lyta",45,NA,NA,NA,NA,NA
"568","S1_53.6","piab",45,NA,NA,NA,NA,NA
"569","S1_54.1","lyta",45,NA,NA,NA,NA,NA
"570","S1_54.1","piab",45,NA,NA,NA,NA,NA
"571","S1_54.2","lyta",45,NA,NA,NA,NA,NA
"572","S1_54.2","piab",45,NA,NA,NA,NA,NA
"573","S1_54.3","lyta",45,NA,NA,NA,NA,NA
"574","S1_54.3","piab",45,45,NA,NA,NA,NA
"575","S1_54.4","lyta",45,NA,NA,NA,NA,NA
"576","S1_54.4","piab",45,NA,NA,NA,NA,NA
"577","S1_54.5","lyta",45,NA,NA,NA,NA,NA
"578","S1_54.5","piab",45,NA,NA,NA,NA,NA
"579","S1_54.6","lyta",45,NA,NA,NA,NA,NA
"580","S1_54.6","piab",45,NA,NA,NA,NA,NA
"581","S1_55.1","lyta",45,NA,NA,NA,NA,NA
"582","S1_55.1","piab",45,NA,NA,NA,NA,NA
"583","S1_55.2","lyta",45,NA,NA,NA,NA,NA
"584","S1_55.2","piab",45,NA,NA,NA,NA,NA
"585","S1_55.3","lyta",45,NA,NA,NA,NA,NA
"586","S1_55.3","piab",45,NA,NA,NA,NA,NA
"587","S1_55.4","lyta",45,NA,NA,NA,NA,NA
"588","S1_55.4","piab",45,NA,NA,NA,NA,NA
"589","S1_55.5","lyta",45,37.0496435591767,37.7859716402298,NA,NA,NA
"590","S1_55.5","piab",45,38.9183818612371,45,45,NA,NA
"591","S1_55.6","lyta",45,NA,NA,NA,NA,NA
"592","S1_55.6","piab",45,NA,NA,NA,NA,NA
"593","S1_56.1","lyta",45,NA,NA,NA,NA,NA
"594","S1_56.1","piab",45,NA,NA,NA,NA,NA
"595","S1_56.2","lyta",45,NA,NA,NA,NA,NA
"596","S1_56.2","piab",45,NA,NA,NA,NA,NA
"597","S1_56.3","lyta",45,NA,NA,NA,NA,NA
"598","S1_56.3","piab",45,NA,NA,NA,NA,NA
"599","S1_56.4","lyta",45,NA,NA,NA,NA,NA
"600","S1_56.4","piab",45,NA,NA,NA,NA,NA
"601","S1_56.5","lyta",38.30950123,45,NA,NA,NA,NA
"602","S1_56.5","piab",45,NA,NA,NA,NA,NA
"603","S1_56.6","lyta",45,NA,NA,NA,NA,NA
"604","S1_56.6","piab",45,NA,NA,NA,NA,NA
"605","S1_57.1","lyta",37.00051391,45,NA,NA,NA,NA
"606","S1_57.1","piab",45,NA,NA,NA,NA,NA
"607","S1_57.2","lyta",45,NA,NA,NA,NA,NA
"608","S1_57.2","piab",45,NA,NA,NA,NA,NA
"609","S1_57.3","lyta",38.7474558815533,NA,NA,NA,NA,NA
"610","S1_57.3","piab",45,NA,NA,NA,NA,NA
"611","S1_57.4","lyta",45,NA,NA,NA,NA,NA
"612","S1_57.4","piab",45,NA,NA,NA,NA,NA
"613","S1_57.5","lyta",45,NA,NA,NA,NA,NA
"614","S1_57.5","piab",45,NA,NA,NA,NA,NA
"615","S1_57.6","lyta",45,NA,NA,NA,NA,NA
"616","S1_57.6","piab",45,NA,NA,NA,NA,NA
"617","S1_6.2","lyta",29.3851734014072,NA,NA,NA,NA,NA
"618","S1_6.2","piab",45,NA,NA,NA,NA,NA
"619","S1_6.3","lyta",28.9170690970076,30.2699426466838,NA,NA,NA,NA
"620","S1_6.3","piab",45,45,NA,NA,NA,NA
"621","S1_6.4","lyta",24.1040784544396,NA,NA,NA,NA,NA
"622","S1_6.4","piab",45,45,NA,NA,NA,NA
"623","S1_6.5","lyta",22.045583140502,NA,NA,NA,NA,NA
"624","S1_6.5","piab",45,45,NA,NA,NA,NA
"625","S1_6.6","lyta",25.2134754717604,NA,NA,NA,NA,NA
"626","S1_6.6","piab",45,45,NA,NA,NA,NA
"627","S1_60.1","lyta",45,NA,NA,NA,NA,NA
"628","S1_60.1","piab",45,NA,NA,NA,NA,NA
"629","S1_60.2","lyta",31.89237611,NA,NA,NA,NA,NA
"630","S1_60.2","piab",37.26573985,45,45,NA,NA,NA
"631","S1_60.3","lyta",31.0302567028728,NA,NA,NA,NA,NA
"632","S1_60.3","piab",45,NA,NA,NA,NA,NA
"633","S1_60.4","lyta",36.4159608332748,NA,NA,NA,NA,NA
"634","S1_60.4","piab",45,NA,NA,NA,NA,NA
"635","S1_60.5","lyta",31.7776620529965,NA,NA,NA,NA,NA
"636","S1_60.5","piab",45,NA,NA,NA,NA,NA
"637","S1_60.6","lyta",38.499271860713,NA,NA,NA,NA,NA
"638","S1_60.6","piab",45,NA,NA,NA,NA,NA
"639","S1_61.1","lyta",24.458202823538,NA,NA,NA,NA,NA
"640","S1_61.1","piab",45,NA,NA,NA,NA,NA
"641","S1_61.2","lyta",29.12968156,NA,NA,NA,NA,NA
"642","S1_61.2","piab",45,NA,NA,NA,NA,NA
"643","S1_61.3","lyta",35.1792508006858,NA,NA,NA,NA,NA
"644","S1_61.3","piab",45,NA,NA,NA,NA,NA
"645","S1_61.4","lyta",45,NA,NA,NA,NA,NA
"646","S1_61.4","piab",45,NA,NA,NA,NA,NA
"647","S1_61.5","lyta",39.7104664885872,NA,NA,NA,NA,NA
"648","S1_61.5","piab",45,NA,NA,NA,NA,NA
"649","S1_61.6","lyta",41.7897636751788,NA,NA,NA,NA,NA
"650","S1_61.6","piab",45,NA,NA,NA,NA,NA
"651","S1_62.1","lyta",45,NA,NA,NA,NA,NA
"652","S1_62.1","piab",45,NA,NA,NA,NA,NA
"653","S1_62.3","lyta",45,NA,NA,NA,NA,NA
"654","S1_62.3","piab",45,NA,NA,NA,NA,NA
"655","S1_62.4","lyta",45,NA,NA,NA,NA,NA
"656","S1_62.4","piab",45,NA,NA,NA,NA,NA
"657","S1_62.5","lyta",35.5413483753388,35.0745667258769,NA,NA,NA,NA
"658","S1_62.5","piab",33.5454960069469,45,NA,NA,NA,NA
"659","S1_62.6","lyta",45,NA,NA,NA,NA,NA
"660","S1_62.6","piab",45,NA,NA,NA,NA,NA
"661","S1_63.1","lyta",45,NA,NA,NA,NA,NA
"662","S1_63.1","piab",45,NA,NA,NA,NA,NA
"663","S1_63.3","lyta",45,NA,NA,NA,NA,NA
"664","S1_63.3","piab",45,45,NA,NA,NA,NA
"665","S1_63.4","lyta",45,NA,NA,NA,NA,NA
"666","S1_63.4","piab",45,NA,NA,NA,NA,NA
"667","S1_63.5","lyta",45,NA,NA,NA,NA,NA
"668","S1_63.5","piab",45,45,NA,NA,NA,NA
"669","S1_63.6","lyta",34.8908047358396,33.241595773125,NA,NA,NA,NA
"670","S1_63.6","piab",32.5740357870963,31.0009101893277,NA,NA,NA,NA
"671","S1_64.1","lyta",21.9993369849721,NA,NA,NA,NA,NA
"672","S1_64.1","piab",45,NA,NA,NA,NA,NA
"673","S1_64.2","lyta",28.24154219,NA,NA,NA,NA,NA
"674","S1_64.2","piab",45,NA,NA,NA,NA,NA
"675","S1_64.3","lyta",23.6683502575944,NA,NA,NA,NA,NA
"676","S1_64.3","piab",45,NA,NA,NA,NA,NA
"677","S1_64.4","lyta",25.0895815323971,NA,NA,NA,NA,NA
"678","S1_64.4","piab",45,NA,NA,NA,NA,NA
"679","S1_64.5","lyta",24.5710044785636,NA,NA,NA,NA,NA
"680","S1_64.5","piab",45,NA,NA,NA,NA,NA
"681","S1_64.6","lyta",29.0491929700786,NA,NA,NA,NA,NA
"682","S1_64.6","piab",45,NA,NA,NA,NA,NA
"683","S1_65.1","lyta",45,NA,NA,NA,NA,NA
"684","S1_65.1","piab",45,45,NA,NA,NA,NA
"685","S1_65.2","lyta",45,NA,NA,NA,NA,NA
"686","S1_65.2","piab",45,NA,NA,NA,NA,NA
"687","S1_65.3","lyta",45,45,45,45,NA,NA
"688","S1_65.3","piab",37.102420395172,37.937848598395,45,45,NA,NA
"689","S1_65.4","lyta",45,NA,NA,NA,NA,NA
"690","S1_65.4","piab",45,45,NA,NA,NA,NA
"691","S1_65.5","lyta",45,NA,NA,NA,NA,NA
"692","S1_65.5","piab",45,45,NA,NA,NA,NA
"693","S1_65.6","lyta",45,NA,NA,NA,NA,NA
"694","S1_65.6","piab",45,45,NA,NA,NA,NA
"695","S1_66.1","lyta",45,NA,NA,NA,NA,NA
"696","S1_66.1","piab",45,45,NA,NA,NA,NA
"697","S1_66.2","lyta",45,NA,NA,NA,NA,NA
"698","S1_66.2","piab",45,NA,NA,NA,NA,NA
"699","S1_66.3","lyta",38.3730362319526,NA,NA,NA,NA,NA
"700","S1_66.3","piab",45,NA,NA,NA,NA,NA
"701","S1_66.4","lyta",45,NA,NA,NA,NA,NA
"702","S1_66.4","piab",45,45,NA,NA,NA,NA
"703","S1_66.5","lyta",45,NA,NA,NA,NA,NA
"704","S1_66.5","piab",45,45,NA,NA,NA,NA
"705","S1_66.6","lyta",45,NA,NA,NA,NA,NA
"706","S1_66.6","piab",45,45,NA,NA,NA,NA
"707","S1_67.1","lyta",45,NA,NA,NA,NA,NA
"708","S1_67.1","piab",45,NA,NA,NA,NA,NA
"709","S1_67.2","lyta",45,NA,NA,NA,NA,NA
"710","S1_67.2","piab",45,NA,NA,NA,NA,NA
"711","S1_67.3","lyta",38.5670477499732,NA,NA,NA,NA,NA
"712","S1_67.3","piab",45,NA,NA,NA,NA,NA
"713","S1_67.4","lyta",45,NA,NA,NA,NA,NA
"714","S1_67.4","piab",45,NA,NA,NA,NA,NA
"715","S1_67.5","lyta",45,NA,NA,NA,NA,NA
"716","S1_67.5","piab",45,NA,NA,NA,NA,NA
"717","S1_67.6","lyta",45,NA,NA,NA,NA,NA
"718","S1_67.6","piab",45,NA,NA,NA,NA,NA
"719","S1_68.1","lyta",45,45,NA,NA,NA,NA
"720","S1_68.1","piab",45,NA,NA,NA,NA,NA
"721","S1_68.2","lyta",45,NA,NA,NA,NA,NA
"722","S1_68.2","piab",45,NA,NA,NA,NA,NA
"723","S1_68.3","lyta",45,NA,NA,NA,NA,NA
"724","S1_68.3","piab",45,NA,NA,NA,NA,NA
"725","S1_68.4","lyta",45,NA,NA,NA,NA,NA
"726","S1_68.4","piab",45,NA,NA,NA,NA,NA
"727","S1_68.5","lyta",45,NA,NA,NA,NA,NA
"728","S1_68.5","piab",45,NA,NA,NA,NA,NA
"729","S1_68.6","lyta",45,45,NA,NA,NA,NA
"730","S1_68.6","piab",38.8639298355437,45,45,NA,NA,NA
"731","S1_69.1","lyta",45,NA,NA,NA,NA,NA
"732","S1_69.1","piab",45,NA,NA,NA,NA,NA
"733","S1_69.2","lyta",45,NA,NA,NA,NA,NA
"734","S1_69.2","piab",45,NA,NA,NA,NA,NA
"735","S1_69.3","lyta",45,NA,NA,NA,NA,NA
"736","S1_69.3","piab",45,NA,NA,NA,NA,NA
"737","S1_69.4","lyta",45,NA,NA,NA,NA,NA
"738","S1_69.4","piab",45,NA,NA,NA,NA,NA
"739","S1_69.5","lyta",45,NA,NA,NA,NA,NA
"740","S1_69.5","piab",45,NA,NA,NA,NA,NA
"741","S1_69.6","lyta",45,45,NA,NA,NA,NA
"742","S1_69.6","piab",38.8073732516555,45,45,NA,NA,NA
"743","S1_7.1","lyta",45,45,45,NA,NA,NA
"744","S1_7.1","piab",40.1621348986912,45,45,45,NA,NA
"745","S1_7.2","lyta",45,NA,NA,NA,NA,NA
"746","S1_7.2","piab",45,NA,NA,NA,NA,NA
"747","S1_7.3","lyta",45,45,NA,NA,NA,NA
"748","S1_7.3","piab",45,NA,NA,NA,NA,NA
"749","S1_7.4","lyta",45,NA,NA,NA,NA,NA
"750","S1_7.4","piab",45,NA,NA,NA,NA,NA
"751","S1_7.5","lyta",45,NA,NA,NA,NA,NA
"752","S1_7.5","piab",45,NA,NA,NA,NA,NA
"753","S1_7.6","lyta",45,NA,NA,NA,NA,NA
"754","S1_7.6","piab",45,NA,NA,NA,NA,NA
"755","S1_70.1","lyta",45,NA,NA,NA,NA,NA
"756","S1_70.1","piab",45,NA,NA,NA,NA,NA
"757","S1_70.2","lyta",45,NA,NA,NA,NA,NA
"758","S1_70.2","piab",45,NA,NA,NA,NA,NA
"759","S1_70.3","lyta",45,NA,NA,NA,NA,NA
"760","S1_70.3","piab",45,NA,NA,NA,NA,NA
"761","S1_70.4","lyta",38.38494766,45,NA,NA,NA,NA
"762","S1_70.4","piab",45,NA,NA,NA,NA,NA
"763","S1_70.5","lyta",45,NA,NA,NA,NA,NA
"764","S1_70.5","piab",45,NA,NA,NA,NA,NA
"765","S1_70.6","lyta",45,NA,NA,NA,NA,NA
"766","S1_70.6","piab",45,NA,NA,NA,NA,NA
"767","S1_71.1","lyta",45,NA,NA,NA,NA,NA
"768","S1_71.1","piab",45,NA,NA,NA,NA,NA
"769","S1_71.2","lyta",45,35.3568236897613,NA,NA,NA,NA
"770","S1_71.2","piab",45,45,NA,NA,NA,NA
"771","S1_71.3","lyta",45,NA,NA,NA,NA,NA
"772","S1_71.3","piab",45,NA,NA,NA,NA,NA
"773","S1_71.4","lyta",45,NA,NA,NA,NA,NA
"774","S1_71.4","piab",45,NA,NA,NA,NA,NA
"775","S1_71.5","lyta",45,NA,NA,NA,NA,NA
"776","S1_71.5","piab",45,NA,NA,NA,NA,NA
"777","S1_71.6","lyta",45,NA,NA,NA,NA,NA
"778","S1_71.6","piab",45,NA,NA,NA,NA,NA
"779","S1_72.1","lyta",28.1815254398646,NA,NA,NA,NA,NA
"780","S1_72.1","piab",45,NA,NA,NA,NA,NA
"781","S1_72.2","lyta",27.98955705,NA,NA,NA,NA,NA
"782","S1_72.2","piab",45,NA,NA,NA,NA,NA
"783","S1_72.3","lyta",27.2663887274767,NA,NA,NA,NA,NA
"784","S1_72.3","piab",45,NA,NA,NA,NA,NA
"785","S1_72.4","lyta",29.8241447923726,NA,NA,NA,NA,NA
"786","S1_72.4","piab",45,NA,NA,NA,NA,NA
"787","S1_72.5","lyta",28.1785974440536,NA,NA,NA,NA,NA
"788","S1_72.5","piab",45,NA,NA,NA,NA,NA
"789","S1_72.6","lyta",27.7519955558607,NA,NA,NA,NA,NA
"790","S1_72.6","piab",45,NA,NA,NA,NA,NA
"791","S1_73.1","lyta",45,NA,NA,NA,NA,NA
"792","S1_73.1","piab",45,NA,NA,NA,NA,NA
"793","S1_73.2","lyta",45,NA,NA,NA,NA,NA
"794","S1_73.2","piab",45,NA,NA,NA,NA,NA
"795","S1_73.3","lyta",30.5070637060291,NA,NA,NA,NA,NA
"796","S1_73.3","piab",45,NA,NA,NA,NA,NA
"797","S1_73.4","lyta",45,NA,NA,NA,NA,NA
"798","S1_73.4","piab",45,NA,NA,NA,NA,NA
"799","S1_73.5","lyta",45,NA,NA,NA,NA,NA
"800","S1_73.5","piab",45,NA,NA,NA,NA,NA
"801","S1_73.6","lyta",45,NA,NA,NA,NA,NA
"802","S1_73.6","piab",45,NA,NA,NA,NA,NA
"803","S1_74.099999999999994","lyta",45,NA,NA,NA,NA,NA
"804","S1_74.099999999999994","piab",45,NA,NA,NA,NA,NA
"805","S1_74.2","lyta",32.38303101,NA,NA,NA,NA,NA
"806","S1_74.2","piab",45,NA,NA,NA,NA,NA
"807","S1_74.3","lyta",37.0374604477967,NA,NA,NA,NA,NA
"808","S1_74.3","piab",45,NA,NA,NA,NA,NA
"809","S1_74.4","lyta",45,41.5252584108757,NA,NA,NA,NA
"810","S1_74.4","piab",45,45,NA,NA,NA,NA
"811","S1_74.5","lyta",37.5143690846193,NA,NA,NA,NA,NA
"812","S1_74.5","piab",45,NA,NA,NA,NA,NA
"813","S1_74.6","lyta",38.2541024970001,NA,NA,NA,NA,NA
"814","S1_74.6","piab",45,NA,NA,NA,NA,NA
"815","S1_75.1","lyta",21.1652831298916,NA,NA,NA,NA,NA
"816","S1_75.1","piab",45,NA,NA,NA,NA,NA
"817","S1_75.2","lyta",23.06153883,NA,NA,NA,NA,NA
"818","S1_75.2","piab",45,NA,NA,NA,NA,NA
"819","S1_75.3","lyta",26.8422486276714,NA,NA,NA,NA,NA
"820","S1_75.3","piab",45,NA,NA,NA,NA,NA
"821","S1_75.4","lyta",45,34.8996177763818,NA,NA,NA,NA
"822","S1_75.4","piab",45,45,NA,NA,NA,NA
"823","S1_75.5","lyta",27.3134398310376,NA,NA,NA,NA,NA
"824","S1_75.5","piab",45,NA,NA,NA,NA,NA
"825","S1_75.6","lyta",27.1553687248027,NA,NA,NA,NA,NA
"826","S1_75.6","piab",45,NA,NA,NA,NA,NA
"827","S1_76.1","lyta",28.6818430905257,NA,NA,NA,NA,NA
"828","S1_76.1","piab",45,NA,NA,NA,NA,NA
"829","S1_76.2","lyta",31.3541825,NA,NA,NA,NA,NA
"830","S1_76.2","piab",45,NA,NA,NA,NA,NA
"831","S1_76.3","lyta",37.1662262731377,NA,NA,NA,NA,NA
"832","S1_76.3","piab",45,NA,NA,NA,NA,NA
"833","S1_76.4","lyta",33.68267427714,NA,NA,NA,NA,NA
"834","S1_76.4","piab",45,NA,NA,NA,NA,NA
"835","S1_76.5","lyta",33.8209608824963,NA,NA,NA,NA,NA
"836","S1_76.5","piab",45,NA,NA,NA,NA,NA
"837","S1_76.6","lyta",35.0968188473657,NA,NA,NA,NA,NA
"838","S1_76.6","piab",45,NA,NA,NA,NA,NA
"839","S1_77.1","lyta",45,NA,NA,NA,NA,NA
"840","S1_77.1","piab",45,NA,NA,NA,NA,NA
"841","S1_77.2","lyta",45,45,NA,NA,NA,NA
"842","S1_77.2","piab",45,45,NA,NA,NA,NA
"843","S1_77.3","lyta",45,45,NA,NA,NA,NA
"844","S1_77.3","piab",38.2174011412926,45,45,NA,NA,NA
"845","S1_77.4","lyta",45,NA,NA,NA,NA,NA
"846","S1_77.4","piab",45,NA,NA,NA,NA,NA
"847","S1_77.5","lyta",45,NA,NA,NA,NA,NA
"848","S1_77.5","piab",45,NA,NA,NA,NA,NA
"849","S1_77.6","lyta",45,45,NA,NA,NA,NA
"850","S1_77.6","piab",45,NA,NA,NA,NA,NA
"851","S1_78.1","lyta",45,NA,NA,NA,NA,NA
"852","S1_78.1","piab",45,NA,NA,NA,NA,NA
"853","S1_78.2","lyta",45,37.7192212740487,39.806795457951,NA,NA,NA
"854","S1_78.2","piab",38.7699715583047,45,45,36.8397933113346,NA,NA
"855","S1_78.3","lyta",45,NA,NA,NA,NA,NA
"856","S1_78.3","piab",45,NA,NA,NA,NA,NA
"857","S1_78.4","lyta",45,NA,NA,NA,NA,NA
"858","S1_78.4","piab",45,NA,NA,NA,NA,NA
"859","S1_78.5","lyta",45,NA,NA,NA,NA,NA
"860","S1_78.5","piab",45,NA,NA,NA,NA,NA
"861","S1_78.6","lyta",45,NA,NA,NA,NA,NA
"862","S1_78.6","piab",45,NA,NA,NA,NA,NA
"863","S1_79.1","lyta",20.8174668336491,26.1958365309814,NA,NA,NA,NA
"864","S1_79.1","piab",45,41.2498391630862,45,NA,NA,NA
"865","S1_79.2","lyta",24.71436389,30.0094697458902,NA,NA,NA,NA
"866","S1_79.2","piab",45,45,45,NA,NA,NA
