"","Sample","variable","lyta","piab","pos"
"544","S1_95.2","Cq",45,45,FALSE
"545","S1_95.3","Cq",45,45,FALSE
"546","S1_95.4","Cq",39.27641787,45,FALSE
"547","S1_95.5","Cq",45,45,FALSE
"548","S1_95.599999999999994","Cq",45,45,FALSE
"549","S1_96.1","Cq",45,45,FALSE
"550","S1_96.2","Cq",45,45,FALSE
"551","S1_96.3","Cq",45,45,FALSE
"552","S1_96.4","Cq",36.36523149,37.7544660441821,TRUE
"553","S1_96.5","Cq",45,45,FALSE
"554","S1_96.6","Cq",45,45,FALSE
"555","S1_97.1","Cq",45,45,FALSE
"556","S1_97.2","Cq",39.2545296335247,35.29297452,TRUE
"557","S1_97.3","Cq",45,45,FALSE
"558","S1_97.4","Cq",45,45,FALSE
"559","S1_97.5","Cq",45,45,FALSE
"560","S1_97.6","Cq",45,45,FALSE
"561","S1_98.1","Cq",45,45,FALSE
"562","S1_98.2","Cq",37.98340838,45,FALSE
"563","S1_98.3","Cq",45,45,FALSE
"564","S1_98.4","Cq",45,45,FALSE
"565","S1_98.5","Cq",45,45,FALSE
"566","S1_98.6","Cq",37.4038952298618,45,FALSE
"567","S1_99.1","Cq",45,45,FALSE
"568","S1_99.2","Cq",45,45,FALSE
"569","S1_99.3","Cq",45,45,FALSE
"570","S1_99.4","Cq",45,45,FALSE
"571","S1_99.5","Cq",45,45,FALSE
"572","S1_99.6","Cq",39.5312998413778,36.2847101143692,TRUE
"573","S2_1.1","Cq",45,45,FALSE
"574","S2_1.2","Cq",37.4533155894646,45,FALSE
"575","S2_1.3","Cq",45,45,FALSE
"576","S2_1.4","Cq",45,45,FALSE
"577","S2_1.5","Cq",45,45,FALSE
"578","S2_1.6","Cq",45,45,FALSE
"579","S2_10.1","Cq",45,45,FALSE
"580","S2_10.2","Cq",45,45,FALSE
"581","S2_10.3","Cq",45,45,FALSE
"582","S2_10.4","Cq",45,45,FALSE
"583","S2_10.5","Cq",39.7288953960922,45,FALSE
"584","S2_10.6","Cq",45,45,FALSE
"585","S2_102ctl","Cq",45,45,FALSE
"586","S2_11.1","Cq",45,45,FALSE
"587","S2_11.2","Cq",45,45,FALSE
"588","S2_11.3","Cq",45,45,FALSE
"589","S2_11.4","Cq",45,45,FALSE
"590","S2_11.5","Cq",45,45,FALSE
"591","S2_11.6","Cq",45,45,FALSE
"592","S2_12.1","Cq",45,45,FALSE
"593","S2_12.2","Cq",45,45,FALSE
"594","S2_12.3","Cq",45,45,FALSE
"595","S2_12.4","Cq",45,45,FALSE
"596","S2_12.5","Cq",45,45,FALSE
"597","S2_12.6","Cq",45,45,FALSE
"598","S2_13.1","Cq",45,45,FALSE
"599","S2_13.2","Cq",45,45,FALSE
"600","S2_13.3","Cq",45,45,FALSE
"601","S2_13.4","Cq",45,45,FALSE
"602","S2_13.5","Cq",45,45,FALSE
"603","S2_13.6","Cq",45,45,FALSE
"604","S2_14.1","Cq",45,45,FALSE
"605","S2_14.2","Cq",45,45,FALSE
"606","S2_14.3","Cq",45,45,FALSE
"607","S2_14.4","Cq",45,45,FALSE
"608","S2_14.5","Cq",45,45,FALSE
"609","S2_14.6","Cq",45,45,FALSE
"610","S2_15.1","Cq",45,45,FALSE
"611","S2_15.2","Cq",45,45,FALSE
"612","S2_15.3","Cq",45,45,FALSE
"613","S2_15.4","Cq",45,45,FALSE
"614","S2_15.5","Cq",45,45,FALSE
"615","S2_15.6","Cq",45,45,FALSE
"616","S2_16.1","Cq",45,45,FALSE
"617","S2_16.2","Cq",45,45,FALSE
"618","S2_16.3","Cq",45,45,FALSE
"619","S2_16.4","Cq",45,45,FALSE
"620","S2_16.5","Cq",45,45,FALSE
"621","S2_16.6","Cq",45,45,FALSE
"622","S2_17.1","Cq",45,45,FALSE
"623","S2_17.2","Cq",45,45,FALSE
"624","S2_17.3","Cq",45,45,FALSE
"625","S2_17.4","Cq",45,45,FALSE
"626","S2_17.5","Cq",45,45,FALSE
"627","S2_17.6","Cq",45,45,FALSE
"628","S2_18.1","Cq",45,45,FALSE
"629","S2_18.2","Cq",45,45,FALSE
"630","S2_18.3","Cq",45,45,FALSE
"631","S2_18.4","Cq",45,45,FALSE
"632","S2_18.5","Cq",45,45,FALSE
"633","S2_18.6","Cq",45,45,FALSE
"634","S2_19.1","Cq",45,45,FALSE
"635","S2_19.2","Cq",38.6755182862184,45,FALSE
"636","S2_19.3","Cq",39.1832310007744,45,FALSE
"637","S2_19.4","Cq",35.3758838589027,45,FALSE
"638","S2_19.5","Cq",35.8417043762334,45,FALSE
"639","S2_19.6","Cq",35.3531505292216,45,FALSE
"640","S2_2.1","Cq",45,45,FALSE
"641","S2_2.2","Cq",45,45,FALSE
"642","S2_2.3","Cq",45,45,FALSE
"643","S2_2.4","Cq",45,45,FALSE
"644","S2_2.5","Cq",45,45,FALSE
"645","S2_2.6","Cq",38.1854378817453,38.8485680855553,TRUE
"646","S2_20.1","Cq",35.3787173998862,45,FALSE
"647","S2_20.2","Cq",34.2971100984202,45,FALSE
"648","S2_20.3","Cq",34.6335096428083,45,FALSE
"649","S2_20.4","Cq",35.1722922784031,45,FALSE
"650","S2_20.5","Cq",35.0387911853525,45,FALSE
"651","S2_20.6","Cq",34.9581080718206,45,FALSE
"652","S2_21.1","Cq",45,45,FALSE
"653","S2_21.2","Cq",45,45,FALSE
"654","S2_21.3","Cq",45,45,FALSE
"655","S2_21.4","Cq",45,45,FALSE
"656","S2_21.5","Cq",45,45,FALSE
"657","S2_21.6","Cq",45,45,FALSE
"658","S2_22.1","Cq",36.5991966926642,45,FALSE
"659","S2_22.2","Cq",33.0372738759249,45,FALSE
"660","S2_22.3","Cq",30.7196552846145,45,FALSE
"661","S2_22.4","Cq",27.8484011910488,45,FALSE
"662","S2_22.5","Cq",31.7308522077253,45,FALSE
"663","S2_22.6","Cq",31.2315294681025,45,FALSE
"664","S2_23.1","Cq",45,45,FALSE
"665","S2_23.2","Cq",45,45,FALSE
"666","S2_23.3","Cq",45,45,FALSE
"667","S2_23.4","Cq",45,45,FALSE
"668","S2_23.5","Cq",45,45,FALSE
"669","S2_23.6","Cq",45,45,FALSE
"670","S2_24.1","Cq",45,45,FALSE
"671","S2_24.2","Cq",45,38.6192061782764,FALSE
"672","S2_24.3","Cq",45,45,FALSE
"673","S2_24.4","Cq",45,45,FALSE
"674","S2_24.5","Cq",45,45,FALSE
"675","S2_24.6","Cq",45,45,FALSE
"676","S2_25.1","Cq",30.2615517238091,32.4556869868167,TRUE
"677","S2_25.2","Cq",29.3023474600419,30.2141623334521,TRUE
"678","S2_25.3","Cq",29.2591321406437,31.0009767250876,TRUE
"679","S2_25.4","Cq",29.984424733939,31.3246322320458,TRUE
"680","S2_25.5","Cq",32.3576098304066,45,FALSE
"681","S2_25.6","Cq",30.0065616686483,32.4465714516148,TRUE
"682","S2_26.1","Cq",45,45,FALSE
"683","S2_26.2","Cq",45,45,FALSE
"684","S2_26.3","Cq",45,45,FALSE
"685","S2_26.4","Cq",45,45,FALSE
"686","S2_26.5","Cq",45,45,FALSE
"687","S2_26.6","Cq",45,45,FALSE
"688","S2_27.1","Cq",45,45,FALSE
"689","S2_27.2","Cq",36.5279560515649,36.5028214477789,TRUE
"690","S2_27.3","Cq",45,45,FALSE
"691","S2_27.4","Cq",45,45,FALSE
"692","S2_27.5","Cq",45,45,FALSE
"693","S2_27.6","Cq",45,45,FALSE
"694","S2_28.1","Cq",27.5537077363229,28.1762168202071,TRUE
"695","S2_28.2","Cq",34.6310903428519,36.4470472595103,TRUE
"696","S2_28.3","Cq",45,45,FALSE
"697","S2_28.4","Cq",45,45,FALSE
"698","S2_28.5","Cq",31.0331691413553,32.0953393732969,TRUE
"699","S2_28.6","Cq",45,45,FALSE
"700","S2_29.1","Cq",45,45,FALSE
"701","S2_29.2","Cq",45,45,FALSE
"702","S2_29.3","Cq",45,45,FALSE
"703","S2_29.4","Cq",45,45,FALSE
"704","S2_29.5","Cq",45,45,FALSE
"705","S2_29.6","Cq",45,45,FALSE
"706","S2_3.1","Cq",45,45,FALSE
"707","S2_3.2","Cq",45,45,FALSE
"708","S2_3.3","Cq",45,45,FALSE
"709","S2_3.4","Cq",45,45,FALSE
"710","S2_3.5","Cq",45,45,FALSE
"711","S2_3.6","Cq",45,45,FALSE
"712","S2_30.1","Cq",45,45,FALSE
"713","S2_30.2","Cq",45,45,FALSE
"714","S2_30.3","Cq",39.0967072829416,45,FALSE
"715","S2_30.4","Cq",45,45,FALSE
"716","S2_30.5","Cq",45,45,FALSE
"717","S2_30.6","Cq",38.08479653719,45,FALSE
"718","S2_31.1","Cq",45,45,FALSE
"719","S2_31.2","Cq",45,45,FALSE
"720","S2_31.3","Cq",45,45,FALSE
"721","S2_31.4","Cq",45,45,FALSE
"722","S2_31.5","Cq",45,45,FALSE
"723","S2_31.6","Cq",45,45,FALSE
"724","S2_32.1","Cq",45,45,FALSE
"725","S2_32.2","Cq",45,45,FALSE
"726","S2_32.3","Cq",45,45,FALSE
"727","S2_32.4","Cq",45,45,FALSE
"728","S2_32.5","Cq",45,45,FALSE
"729","S2_32.6","Cq",45,45,FALSE
"730","S2_33.1","Cq",45,45,FALSE
"731","S2_33.2","Cq",45,45,FALSE
"732","S2_33.3","Cq",45,45,FALSE
"733","S2_33.4","Cq",45,45,FALSE
"734","S2_33.5","Cq",45,45,FALSE
"735","S2_33.6","Cq",39.2040672535386,45,FALSE
"736","S2_34.1","Cq",45,45,FALSE
"737","S2_34.2","Cq",45,45,FALSE
"738","S2_34.3","Cq",45,45,FALSE
"739","S2_34.4","Cq",45,45,FALSE
"740","S2_34.5","Cq",45,45,FALSE
"741","S2_34.6","Cq",45,45,FALSE
"742","S2_35.1","Cq",45,45,FALSE
"743","S2_35.2","Cq",45,45,FALSE
"744","S2_35.3","Cq",45,45,FALSE
"745","S2_35.4","Cq",45,45,FALSE
"746","S2_35.5","Cq",28.4582384483832,30.7784257822053,TRUE
"747","S2_35.6","Cq",29.3562525483582,31.9063059485964,TRUE
"748","S2_36.1","Cq",45,45,FALSE
"749","S2_36.2","Cq",45,45,FALSE
"750","S2_36.3","Cq",45,45,FALSE
"751","S2_36.4","Cq",45,45,FALSE
"752","S2_36.5","Cq",45,37.887551547664,FALSE
"753","S2_36.6","Cq",45,45,FALSE
"754","S2_39.1","Cq",33.61792685511,45,FALSE
"755","S2_39.2","Cq",32.8486905636242,45,FALSE
"756","S2_39.3","Cq",28.8447141425333,45,FALSE
"757","S2_39.4","Cq",28.88136541538,45,FALSE
"758","S2_39.5","Cq",29.2022085351809,45,FALSE
"759","S2_39.6","Cq",26.2949113457147,45,FALSE
"760","S2_4.1","Cq",45,45,FALSE
"761","S2_4.2","Cq",45,45,FALSE
"762","S2_4.3","Cq",45,45,FALSE
"763","S2_4.4","Cq",45,45,FALSE
"764","S2_4.5","Cq",45,45,FALSE
"765","S2_4.6","Cq",45,45,FALSE
"766","S2_40.1","Cq",31.4700470852815,45,FALSE
"767","S2_40.2","Cq",27.522495694778,45,FALSE
"768","S2_40.3","Cq",26.6422153977008,45,FALSE
"769","S2_40.4","Cq",28.6285724367807,45,FALSE
"770","S2_40.5","Cq",27.0880864493197,45,FALSE
"771","S2_40.6","Cq",25.0769697784733,37.3230812179026,TRUE
"772","S2_41.1","Cq",36.4611829800038,45,FALSE
"773","S2_41.2","Cq",39.1031337545323,45,FALSE
"774","S2_41.3","Cq",36.8647790032037,45,FALSE
"775","S2_41.4","Cq",36.5019375206124,45,FALSE
"776","S2_41.5","Cq",38.7933427640903,45,FALSE
"777","S2_41.6","Cq",36.1468932486412,45,FALSE
"778","S2_42.1","Cq",45,45,FALSE
"779","S2_42.2","Cq",45,45,FALSE
"780","S2_42.3","Cq",45,45,FALSE
"781","S2_42.4","Cq",45,45,FALSE
"782","S2_42.5","Cq",45,45,FALSE
"783","S2_42.6","Cq",45,45,FALSE
"784","S2_43.1","Cq",45,45,FALSE
"785","S2_43.2","Cq",45,45,FALSE
"786","S2_43.3","Cq",45,45,FALSE
"787","S2_43.4","Cq",45,45,FALSE
"788","S2_43.5","Cq",45,45,FALSE
"789","S2_43.6","Cq",45,45,FALSE
"790","S2_44.1","Cq",45,45,FALSE
"791","S2_44.2","Cq",45,45,FALSE
"792","S2_44.3","Cq",45,45,FALSE
"793","S2_44.4","Cq",45,45,FALSE
"794","S2_44.5","Cq",45,45,FALSE
"795","S2_44.6","Cq",45,45,FALSE
"796","S2_45.1","Cq",45,45,FALSE
"797","S2_45.2","Cq",45,45,FALSE
"798","S2_45.3","Cq",28.1446659688708,45,FALSE
"799","S2_45.4","Cq",30.0023753983316,45,FALSE
"800","S2_45.5","Cq",45,45,FALSE
"801","S2_45.6","Cq",33.3353733832584,45,FALSE
"802","S2_46.1","Cq",45,45,FALSE
"803","S2_46.2","Cq",45,45,FALSE
"804","S2_46.3","Cq",45,45,FALSE
"805","S2_46.4","Cq",37.2209531419711,45,FALSE
"806","S2_46.5","Cq",45,45,FALSE
"807","S2_46.6","Cq",36.8900708597243,45,FALSE
"808","S2_47.1","Cq",45,45,FALSE
"809","S2_47.2","Cq",45,45,FALSE
"810","S2_47.3","Cq",45,45,FALSE
"811","S2_47.4","Cq",45,45,FALSE
"812","S2_47.5","Cq",45,45,FALSE
"813","S2_47.6","Cq",37.8695862727925,39.7714833182533,TRUE
"814","S2_48.1","Cq",45,45,FALSE
"815","S2_48.2","Cq",45,45,FALSE
"816","S2_48.3","Cq",45,45,FALSE
"817","S2_48.4","Cq",45,45,FALSE
"818","S2_48.5","Cq",39.1881690624519,45,FALSE
"819","S2_48.6","Cq",39.3251126219188,38.5967160679678,TRUE
"820","S2_49.1","Cq",45,45,FALSE
"821","S2_49.2","Cq",45,45,FALSE
"822","S2_49.3","Cq",45,45,FALSE
"823","S2_49.4","Cq",45,45,FALSE
"824","S2_49.5","Cq",37.2303096207225,38.2690144780993,TRUE
"825","S2_49.6","Cq",45,45,FALSE
"826","S2_5.1","Cq",45,45,FALSE
"827","S2_5.2","Cq",45,45,FALSE
"828","S2_5.3","Cq",45,45,FALSE
"829","S2_5.4","Cq",45,45,FALSE
"830","S2_5.5","Cq",45,45,FALSE
"831","S2_5.6","Cq",45,45,FALSE
"832","S2_50.1","Cq",45,45,FALSE
"833","S2_50.2","Cq",45,45,FALSE
"834","S2_50.3","Cq",37.4521889649892,45,FALSE
"835","S2_50.4","Cq",45,45,FALSE
"836","S2_50.5","Cq",45,38.9008357937429,FALSE
"837","S2_50.6","Cq",45,45,FALSE
"838","S2_51.1","Cq",45,45,FALSE
"839","S2_51.2","Cq",45,45,FALSE
"840","S2_51.3","Cq",45,45,FALSE
"841","S2_51.4","Cq",45,45,FALSE
"842","S2_51.5","Cq",38.6125098240837,45,FALSE
"843","S2_51.6","Cq",45,45,FALSE
"844","S2_52.1","Cq",45,45,FALSE
"845","S2_52.2","Cq",45,45,FALSE
"846","S2_52.3","Cq",45,45,FALSE
"847","S2_52.4","Cq",45,45,FALSE
"848","S2_52.5","Cq",37.4621216472247,39.1496967826644,TRUE
"849","S2_52.6","Cq",45,45,FALSE
"850","S2_53.1","Cq",26.4212762814197,45,FALSE
"851","S2_53.3","Cq",45,45,FALSE
"852","S2_53.4","Cq",45,45,FALSE
"853","S2_53.5","Cq",45,45,FALSE
"854","S2_53.6","Cq",45,45,FALSE
"855","S2_54.1","Cq",45,45,FALSE
"856","S2_54.2","Cq",28.1999967603569,45,FALSE
"857","S2_54.3","Cq",26.6622884269836,45,FALSE
"858","S2_54.4","Cq",25.0169027709779,45,FALSE
"859","S2_54.5","Cq",25.9723202915918,45,FALSE
"860","S2_54.6","Cq",26.795164416732,39.5074332408114,TRUE
"861","S2_55.1","Cq",45,45,FALSE
"862","S2_55.2","Cq",45,45,FALSE
"863","S2_55.4","Cq",45,45,FALSE
"864","S2_55.5","Cq",45,45,FALSE
"865","S2_55.6","Cq",45,45,FALSE
"866","S2_56.1","Cq",45,45,FALSE
"867","S2_56.2","Cq",37.7047157965662,45,FALSE
"868","S2_56.4","Cq",45,45,FALSE
"869","S2_56.5","Cq",45,45,FALSE
"870","S2_56.6","Cq",45,45,FALSE
"871","S2_57.1","Cq",45,45,FALSE
"872","S2_57.2","Cq",45,45,FALSE
"873","S2_57.3","Cq",45,45,FALSE
"874","S2_57.4","Cq",45,45,FALSE
"875","S2_57.5","Cq",45,45,FALSE
"876","S2_57.6","Cq",45,45,FALSE
"877","S2_58.1","Cq",45,45,FALSE
"878","S2_58.2","Cq",45,45,FALSE
"879","S2_58.3","Cq",45,45,FALSE
"880","S2_58.4","Cq",39.578784451827,45,FALSE
"881","S2_58.5","Cq",45,45,FALSE
"882","S2_58.6","Cq",45,45,FALSE
"883","S2_59.1","Cq",45,45,FALSE
"884","S2_59.2","Cq",45,45,FALSE
"885","S2_59.3","Cq",45,45,FALSE
"886","S2_59.4","Cq",45,45,FALSE
"887","S2_59.5","Cq",45,45,FALSE
"888","S2_59.6","Cq",45,45,FALSE
"889","S2_6.1","Cq",32.5525780329043,45,FALSE
"890","S2_6.2","Cq",32.4726777910442,45,FALSE
"891","S2_6.3","Cq",31.7454316901091,45,FALSE
"892","S2_6.4","Cq",31.5346721390699,45,FALSE
"893","S2_6.5","Cq",34.6194165880229,45,FALSE
"894","S2_6.6","Cq",31.6828513121192,45,FALSE
"895","S2_60.1","Cq",45,45,FALSE
"896","S2_60.2","Cq",45,45,FALSE
"897","S2_60.3","Cq",45,45,FALSE
"898","S2_60.4","Cq",39.1604394092826,45,FALSE
"899","S2_60.5","Cq",45,45,FALSE
"900","S2_60.6","Cq",45,45,FALSE
"901","S2_61.1","Cq",45,45,FALSE
"902","S2_61.2","Cq",45,45,FALSE
"903","S2_61.3","Cq",37.2948346225512,38.8090778954375,TRUE
"904","S2_61.4","Cq",45,45,FALSE
"905","S2_61.5","Cq",45,45,FALSE
"906","S2_61.6","Cq",45,45,FALSE
"907","S2_62.1","Cq",38.3655739243504,45,FALSE
"908","S2_62.2","Cq",45,45,FALSE
"909","S2_62.3","Cq",38.545348428234,45,FALSE
"910","S2_62.4","Cq",45,45,FALSE
"911","S2_62.5","Cq",45,45,FALSE
"912","S2_62.6","Cq",9999,45,FALSE
"913","S2_63.1","Cq",45,45,FALSE
"914","S2_63.2","Cq",45,45,FALSE
"915","S2_63.3","Cq",45,45,FALSE
"916","S2_63.4","Cq",45,45,FALSE
"917","S2_63.5","Cq",45,45,FALSE
"918","S2_63.6","Cq",45,45,FALSE
"919","S2_64.1","Cq",45,45,FALSE
"920","S2_64.2","Cq",45,45,FALSE
"921","S2_64.3","Cq",45,45,FALSE
"922","S2_64.4","Cq",45,45,FALSE
"923","S2_64.5","Cq",45,45,FALSE
"924","S2_64.6","Cq",45,45,FALSE
"925","S2_65.1","Cq",45,45,FALSE
"926","S2_65.2","Cq",45,45,FALSE
"927","S2_65.3","Cq",45,45,FALSE
"928","S2_65.4","Cq",45,45,FALSE
"929","S2_65.5","Cq",45,45,FALSE
"930","S2_65.6","Cq",45,45,FALSE
"931","S2_66.1","Cq",39.4509033277165,45,FALSE
"932","S2_66.2","Cq",45,45,FALSE
"933","S2_66.3","Cq",45,45,FALSE
"934","S2_66.4","Cq",45,45,FALSE
"935","S2_66.5","Cq",45,45,FALSE
"936","S2_66.6","Cq",45,45,FALSE
"937","S2_67.1","Cq",25.3608658861121,45,FALSE
"938","S2_67.2","Cq",25.3865758518126,45,FALSE
"939","S2_67.3","Cq",24.2505390323507,45,FALSE
"940","S2_67.4","Cq",25.0233665938329,45,FALSE
"941","S2_67.5","Cq",25.0942072626971,45,FALSE
"942","S2_67.6","Cq",29.3098521605277,45,FALSE
"943","S2_68.1","Cq",25.523300044994,45,FALSE
"944","S2_68.2","Cq",24.1671925366222,45,FALSE
"945","S2_68.3","Cq",24.0610215534519,45,FALSE
"946","S2_68.4","Cq",26.0578064965318,45,FALSE
"947","S2_68.5","Cq",26.2053918604059,45,FALSE
"948","S2_68.6","Cq",25.5480143554324,45,FALSE
"949","S2_69.1","Cq",45,45,FALSE
"950","S2_69.2","Cq",45,45,FALSE
"951","S2_69.3","Cq",45,45,FALSE
"952","S2_69.4","Cq",45,45,FALSE
"953","S2_69.5","Cq",45,45,FALSE
"954","S2_69.6","Cq",45,45,FALSE
"955","S2_7.1","Cq",39.2025276348166,45,FALSE
"956","S2_7.2","Cq",45,45,FALSE
"957","S2_7.3","Cq",45,45,FALSE
"958","S2_7.4","Cq",45,45,FALSE
"959","S2_7.5","Cq",45,45,FALSE
"960","S2_7.6","Cq",45,45,FALSE
"961","S2_70.1","Cq",45,45,FALSE
"962","S2_70.2","Cq",45,45,FALSE
"963","S2_70.3","Cq",22.2205447609611,23.0896129326503,TRUE
"964","S2_70.4","Cq",45,45,FALSE
"965","S2_70.5","Cq",45,45,FALSE
"966","S2_70.6","Cq",45,45,FALSE
"967","S2_71.1","Cq",45,45,FALSE
"968","S2_71.2","Cq",45,45,FALSE
"969","S2_71.3","Cq",45,45,FALSE
"970","S2_71.4","Cq",45,45,FALSE
"971","S2_71.5","Cq",45,45,FALSE
"972","S2_71.6","Cq",45,45,FALSE
"973","S2_72.1","Cq",45,45,FALSE
"974","S2_72.2","Cq",45,45,FALSE
"975","S2_72.3","Cq",31.4665977870605,45,FALSE
"976","S2_72.4","Cq",45,45,FALSE
"977","S2_72.5","Cq",45,45,FALSE
"978","S2_72.6","Cq",45,45,FALSE
"979","S2_73.1","Cq",26.8948598734217,45,FALSE
"980","S2_73.2","Cq",22.0683817489393,45,FALSE
"981","S2_73.3","Cq",24.9234541843786,45,FALSE
"982","S2_73.4","Cq",25.8755919697103,45,FALSE
"983","S2_73.5","Cq",24.8565632594772,45,FALSE
"984","S2_73.6","Cq",29.1838380643387,45,FALSE
"985","S2_74.1","Cq",45,45,FALSE
"986","S2_74.2","Cq",45,45,FALSE
"987","S2_74.3","Cq",39.767883748449,45,FALSE
"988","S2_74.4","Cq",45,45,FALSE
"989","S2_74.5","Cq",39.6586501409218,45,FALSE
"990","S2_74.6","Cq",45,45,FALSE
"991","S2_75.1","Cq",45,45,FALSE
"992","S2_75.2","Cq",45,45,FALSE
"993","S2_75.3","Cq",45,45,FALSE
"994","S2_75.4","Cq",45,45,FALSE
"995","S2_75.5","Cq",45,45,FALSE
"996","S2_75.6","Cq",45,45,FALSE
"997","S2_76.1","Cq",45,45,FALSE
"998","S2_76.2","Cq",45,45,FALSE
"999","S2_76.3","Cq",45,45,FALSE
"1000","S2_76.4","Cq",45,45,FALSE
"1001","S2_76.5","Cq",45,45,FALSE
"1002","S2_76.6","Cq",45,45,FALSE
"1003","S2_77.1","Cq",28.6244313228764,45,FALSE
"1004","S2_77.2","Cq",30.255824927258,45,FALSE
"1005","S2_77.3","Cq",30.0664389661504,45,FALSE
"1006","S2_77.4","Cq",27.6180464488215,45,FALSE
"1007","S2_77.5","Cq",30.1593999417054,45,FALSE
"1008","S2_77.6","Cq",29.12958268,45,FALSE
"1009","S2_78.1","Cq",30.9973445525934,45,FALSE
"1010","S2_78.2","Cq",34.275819472629,45,FALSE
"1011","S2_78.3","Cq",30.2856366308754,45,FALSE
"1012","S2_78.4","Cq",31.3146758747669,45,FALSE
"1013","S2_78.5","Cq",28.2435549768401,45,FALSE
"1014","S2_78.6","Cq",28.40909911,45,FALSE
"1015","S2_79.1","Cq",45,45,FALSE
"1016","S2_79.2","Cq",45,45,FALSE
"1017","S2_79.3","Cq",39.04128577263,45,FALSE
"1018","S2_79.4","Cq",45,45,FALSE
"1019","S2_79.5","Cq",45,45,FALSE
"1020","S2_79.6","Cq",45,45,FALSE
"1021","S2_8.1","Cq",45,45,FALSE
"1022","S2_8.2","Cq",45,45,FALSE
"1023","S2_8.3","Cq",45,45,FALSE
"1024","S2_8.4","Cq",45,45,FALSE
"1025","S2_8.5","Cq",45,45,FALSE
"1026","S2_8.6","Cq",45,45,FALSE
"1027","S2_80.1","Cq",45,45,FALSE
"1028","S2_80.2","Cq",45,45,FALSE
"1029","S2_80.3","Cq",45,45,FALSE
"1030","S2_80.4","Cq",45,45,FALSE
"1031","S2_80.5","Cq",45,45,FALSE
"1032","S2_80.6","Cq",45,45,FALSE
"1033","S2_81.1","Cq",45,45,FALSE
"1034","S2_81.2","Cq",45,45,FALSE
"1035","S2_81.3","Cq",45,45,FALSE
"1036","S2_81.4","Cq",34.7181167393609,45,FALSE
"1037","S2_81.5","Cq",45,45,FALSE
"1038","S2_81.6","Cq",39.76696238,45,FALSE
"1039","S2_82.1","Cq",45,45,FALSE
"1040","S2_82.2","Cq",45,45,FALSE
"1041","S2_82.3","Cq",45,45,FALSE
"1042","S2_82.4","Cq",45,45,FALSE
"1043","S2_82.5","Cq",45,45,FALSE
"1044","S2_82.6","Cq",45,45,FALSE
"1045","S2_83.1","Cq",45,45,FALSE
"1046","S2_83.2","Cq",45,45,FALSE
"1047","S2_83.3","Cq",45,45,FALSE
"1048","S2_83.4","Cq",45,45,FALSE
"1049","S2_83.5","Cq",45,45,FALSE
"1050","S2_83.6","Cq",45,45,FALSE
"1051","S2_84.1","Cq",45,45,FALSE
"1052","S2_84.2","Cq",45,45,FALSE
"1053","S2_85.1","Cq",45,45,FALSE
"1054","S2_85.2","Cq",45,45,FALSE
"1055","S2_85.3","Cq",45,45,FALSE
"1056","S2_85.4","Cq",45,45,FALSE
"1057","S2_85.5","Cq",45,45,FALSE
"1058","S2_85.6","Cq",38.75542471,45,FALSE
"1059","S2_86.1","Cq",45,45,FALSE
"1060","S2_86.2","Cq",45,45,FALSE
"1061","S2_86.3","Cq",45,45,FALSE
"1062","S2_86.4","Cq",45,45,FALSE
"1063","S2_86.5","Cq",45,45,FALSE
"1064","S2_86.6","Cq",37.84617736,45,FALSE
"1065","S2_87.1","Cq",45,45,FALSE
"1066","S2_87.3","Cq",45,45,FALSE
"1067","S2_87.4","Cq",45,45,FALSE
"1068","S2_87.5","Cq",45,45,FALSE
"1069","S2_87.6","Cq",45,45,FALSE
"1070","S2_87.7","Cq",45,9999,FALSE
"1071","S2_88.1","Cq",45,45,FALSE
"1072","S2_88.2","Cq",29.21042368,45,FALSE
"1073","S2_88.3","Cq",45,45,FALSE
"1074","S2_88.4","Cq",45,45,FALSE
"1075","S2_88.5","Cq",45,45,FALSE
"1076","S2_88.6","Cq",45,45,FALSE
"1077","S2_89.1","Cq",26.364606928821,45,FALSE
"1078","S2_89.2","Cq",45,35.61335421,FALSE
"1079","S2_89.3","Cq",28.9752043409673,45,FALSE
"1080","S2_89.4","Cq",29.3410371214455,45,FALSE
"1081","S2_89.5","Cq",30.4539142248943,45,FALSE
"1082","S2_89.6","Cq",29.0304350316135,45,FALSE
"1083","S2_9.1","Cq",45,45,FALSE
"1084","S2_9.2","Cq",45,45,FALSE
"1085","S2_9.3","Cq",45,45,FALSE
"1086","S2_9.4","Cq",45,45,FALSE
"1087","S2_9.5","Cq",45,45,FALSE
"1088","S2_9.6","Cq",45,45,FALSE
"1089","S2_90.1","Cq",45,45,FALSE
"1090","S2_90.2","Cq",45,45,FALSE
"1091","S2_90.3","Cq",45,45,FALSE
"1092","S2_90.4","Cq",45,45,FALSE
"1093","S2_90.5","Cq",45,45,FALSE
"1094","S2_90.6","Cq",45,45,FALSE
