"","Sample","plate","lyta","piab","pos"
"699",90.3,13,45,45,FALSE
"700",90.4,15,45,45,FALSE
"701",90.4,19,45,45,FALSE
"702",90.5,19,45,45,FALSE
"703",91.1,2,45,45,FALSE
"704",91.2,8,NA,45,FALSE
"705",91.2,9,45,NA,FALSE
"706",91.3,13,45,45,FALSE
"707",91.4,19,45,45,FALSE
"708",91.5,19,45,45,FALSE
"709",92.1,2,24.441560671893,31.5585223293265,TRUE
"710",92.2,8,NA,45,FALSE
"711",92.2,9,25.6826634956719,NA,NA
"712",92.3,13,26.9719196128003,45,FALSE
"713",92.4,19,26.0771738217182,45,FALSE
"714",93.1,2,45,45,FALSE
"715",93.2,8,NA,45,FALSE
"716",93.2,9,45,NA,FALSE
"717",93.3,13,45,45,FALSE
"718",93.4,19,45,45,FALSE
"719",94.1,2,45,45,FALSE
"720",94.2,8,NA,45,FALSE
"721",94.2,9,45,NA,FALSE
"722",94.3,13,45,45,FALSE
"723",94.4,19,45,45,FALSE
"724",95.1,2,45,45,FALSE
"725",95.2,9,45,NA,FALSE
"726",95.3,8,NA,45,FALSE
"727",95.3,13,45,45,FALSE
"728",95.4,19,45,45,FALSE
"729",96.1,2,45,45,FALSE
"730",96.2,8,NA,45,FALSE
"731",96.2,9,45,NA,FALSE
"732",96.3,13,45,45,FALSE
"733",96.4,15,45,38.5262851930779,FALSE
"734",97.1,2,45,45,FALSE
"735",97.2,8,NA,45,FALSE
"736",97.2,9,45,NA,FALSE
"737",97.3,13,45,45,FALSE
"738",97.4,15,45,45,FALSE
"739",98.1,2,45,45,FALSE
"740",98.2,8,NA,45,FALSE
"741",98.2,9,45,NA,FALSE
"742",98.3,13,45,45,FALSE
"743",98.4,19,45,45,FALSE
"744",99.1,4,NA,45,FALSE
"745",99.1,5,45,NA,FALSE
"746",99.2,8,NA,45,FALSE
"747",99.2,9,45,NA,FALSE
"748",99.3,13,45,45,FALSE
"749",99.4,19,45,45,FALSE
